lpa_name,borough,actual_completion_date,development_type
Barnet,Barnet,15/06/2010,Conversion
Bromley,Bromley,04/06/2010,New Build
Southwark,Southwark,10/06/2010,Conversion
Lambeth,Lambeth,20/03/2010,New Build
Kingston,Kingston upon Thames,28/04/2010,New Build
Richmond,Richmond upon Thames,28/05/2010,Conversion
Lambeth,Lambeth,08/10/2010,New Build
Barnet,Barnet,18/03/2010,New Build
Hammersmith & Fulham,Hammersmith and Fulham,31/03/2010,New Build
Bexley,Bexley,14/09/2010,New Build
Bromley,Bromley,01/04/2010,New Build
Barnet,Barnet,22/12/2010,New Build
Hammersmith & Fulham,Hammersmith and Fulham,31/03/2010,Conversion
Westminster,Westminster,05/02/2010,Conversion
Richmond,Richmond upon Thames,30/04/2010,New Build
Ealing,Ealing,19/03/2010,New Build
Croydon,Croydon,16/03/2010,Conversion
Barnet,Barnet,10/05/2010,New Build
Bexley,Bexley,15/08/2010,New Build
Barnet,Barnet,28/06/2010,New Build
Southwark,Southwark,31/03/2010,New Build
Enfield,Enfield,17/08/2010,New Build
Newham,Newham,04/05/2010,New Build
Hammersmith & Fulham,Hammersmith and Fulham,31/03/2010,Conversion
Croydon,Croydon,16/06/2010,Conversion
Enfield,Enfield,06/04/2010,New Build
Newham,Newham,15/11/2010,Conversion
Barnet,Barnet,27/10/2010,Conversion
Bexley,Bexley,14/09/2010,New Build
Croydon,Croydon,30/06/2010,Conversion
Enfield,Enfield,07/10/2010,Conversion
Westminster,Westminster,31/05/2010,Conversion
Richmond,Richmond upon Thames,01/12/2010,Conversion
Sutton,Sutton,30/03/2010,New Build
Croydon,Croydon,01/10/2010,Conversion
Westminster,Westminster,05/07/2010,New Build
Barnet,Barnet,02/07/2010,Conversion
Lambeth,Lambeth,02/02/2010,Conversion
Richmond,Richmond upon Thames,31/07/2010,Conversion
Enfield,Enfield,10/04/2010,Conversion
Croydon,Croydon,30/09/2010,Conversion
Barnet,Barnet,09/08/2010,Conversion
Westminster,Westminster,20/06/2010,New Build
Croydon,Croydon,31/03/2010,New Build
Westminster,Westminster,05/05/2010,New Build
Barnet,Barnet,18/11/2010,New Build
Barnet,Barnet,03/11/2010,New Build
Kingston,Kingston upon Thames,26/08/2010,New Build
Croydon,Croydon,01/03/2010,New Build
Croydon,Croydon,31/12/2010,Conversion
Newham,Newham,30/06/2010,Conversion
Newham,Newham,23/03/2010,Conversion
Lambeth,Lambeth,09/02/2010,Conversion
Sutton,Sutton,31/08/2010,New Build
Southwark,Southwark,02/07/2010,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,31/03/2010,Conversion
Bexley,Bexley,27/08/2010,Conversion
Enfield,Enfield,04/10/2010,Conversion
Newham,Newham,02/06/2010,Conversion
Lambeth,Lambeth,22/02/2010,New Build
Enfield,Enfield,13/08/2010,New Build
Sutton,Sutton,31/03/2010,New Build
Hammersmith & Fulham,Hammersmith and Fulham,31/03/2010,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,31/03/2010,New Build
Barnet,Barnet,19/05/2010,New Build
Enfield,Enfield,02/06/2010,Conversion
Newham,Newham,16/03/2010,Conversion
Lambeth,Lambeth,30/11/2010,New Build
Richmond,Richmond upon Thames,31/08/2010,New Build
Enfield,Enfield,07/05/2010,New Build
Ealing,Ealing,21/10/2010,Conversion
Croydon,Croydon,09/04/2010,New Build
Enfield,Enfield,24/12/2010,New Build
Southwark,Southwark,01/04/2010,New Build
Sutton,Sutton,01/03/2010,New Build
Barnet,Barnet,14/01/2010,Conversion
Westminster,Westminster,31/01/2010,New Build
Barnet,Barnet,14/10/2010,Conversion
Croydon,Croydon,31/03/2010,Conversion
Croydon,Croydon,30/06/2010,New Build
Westminster,Westminster,05/03/2010,Conversion
Barnet,Barnet,15/02/2010,New Build
Bexley,Bexley,17/06/2010,New Build
Croydon,Croydon,30/06/2010,New Build
Barnet,Barnet,10/03/2010,Conversion
Croydon,Croydon,30/09/2010,Conversion
Bromley,Bromley,09/04/2010,New Build
Hammersmith & Fulham,Hammersmith and Fulham,01/02/2010,Conversion
Ealing,Ealing,10/05/2010,Conversion
Enfield,Enfield,25/01/2010,New Build
Sutton,Sutton,01/10/2010,Conversion
Bromley,Bromley,28/01/2010,Conversion
Lambeth,Lambeth,29/07/2010,Conversion
Westminster,Westminster,02/07/2010,Conversion
Enfield,Enfield,07/09/2010,Conversion
Westminster,Westminster,05/03/2010,New Build
Newham,Newham,24/11/2010,Conversion
Barnet,Barnet,08/06/2010,New Build
Barnet,Barnet,22/06/2010,Conversion
Westminster,Westminster,15/12/2010,Conversion
Ealing,Ealing,01/10/2010,New Build
Barnet,Barnet,03/04/2010,New Build
Croydon,Croydon,31/03/2010,New Build
Lambeth,Lambeth,03/06/2010,Conversion
Redbridge,Redbridge,26/05/2010,New Build
Brent,Brent,15/09/2010,New Build
Hackney,Hackney,01/12/2010,New Build
Havering,Havering,29/07/2010,New Build
Camden,Camden,01/09/2010,Conversion
Redbridge,Redbridge,31/03/2010,Conversion
Hackney,Hackney,02/08/2010,Conversion
Merton,Merton,10/02/2010,New Build
Brent,Brent,12/03/2010,Conversion
Brent,Brent,22/03/2010,Conversion
Camden,Camden,01/06/2010,Conversion
Camden,Camden,23/02/2010,Conversion
Havering,Havering,01/03/2010,New Build
Tower Hamlets,Tower Hamlets,31/03/2010,New Build
Wandsworth,Wandsworth,31/03/2010,Conversion
Merton,Merton,28/06/2010,New Build
Camden,Camden,25/06/2010,New Build
Camden,Camden,01/12/2010,Conversion
Brent,Brent,31/03/2010,Conversion
Lewisham,Lewisham,13/04/2010,New Build
Hackney,Hackney,10/01/2010,Conversion
Brent,Brent,16/04/2010,New Build
Lewisham,Lewisham,11/05/2010,Conversion
Camden,Camden,23/06/2010,Conversion
Lewisham,Lewisham,09/02/2010,New Build
Hackney,Hackney,10/01/2010,Conversion
Lewisham,Lewisham,15/02/2010,Conversion
Hillingdon,Hillingdon,24/02/2010,Conversion
Camden,Camden,22/01/2010,New Build
Havering,Havering,23/12/2010,New Build
Hackney,Hackney,02/08/2010,Conversion
Havering,Havering,10/12/2010,New Build
Lewisham,Lewisham,08/11/2010,New Build
Wandsworth,Wandsworth,09/06/2010,New Build
Brent,Brent,31/03/2010,Conversion
Hillingdon,Hillingdon,03/12/2010,New Build
Lewisham,Lewisham,17/09/2010,Conversion
Hillingdon,Hillingdon,20/04/2010,New Build
Wandsworth,Wandsworth,28/10/2010,Conversion
Brent,Brent,31/03/2010,New Build
Hillingdon,Hillingdon,25/01/2010,Conversion
Camden,Camden,14/01/2010,New Build
Tower Hamlets,Tower Hamlets,03/02/2010,New Build
Hillingdon,Hillingdon,16/02/2010,New Build
Wandsworth,Wandsworth,02/08/2010,Conversion
Havering,Havering,09/11/2010,New Build
Camden,Camden,01/06/2010,New Build
Camden,Camden,31/03/2010,New Build
Tower Hamlets,Tower Hamlets,19/01/2010,New Build
Camden,Camden,29/10/2010,New Build
Camden,Camden,08/06/2010,Conversion
Hackney,Hackney,25/12/2010,Conversion
Redbridge,Redbridge,05/05/2010,New Build
Lewisham,Lewisham,19/04/2010,New Build
Camden,Camden,13/04/2010,Conversion
Wandsworth,Wandsworth,03/06/2010,New Build
Redbridge,Redbridge,01/10/2010,Conversion
Havering,Havering,02/09/2010,Conversion
Havering,Havering,26/06/2010,New Build
Brent,Brent,02/02/2010,Conversion
Hackney,Hackney,01/04/2010,New Build
Hackney,Hackney,11/06/2010,Conversion
Brent,Brent,31/03/2010,Conversion
Tower Hamlets,Tower Hamlets,13/07/2010,New Build
Camden,Camden,21/04/2010,Conversion
Havering,Havering,15/06/2010,New Build
Camden,Camden,30/07/2010,Conversion
Camden,Camden,01/06/2010,New Build
Redbridge,Redbridge,31/03/2010,Conversion
Wandsworth,Wandsworth,13/08/2010,Conversion
Wandsworth,Wandsworth,01/12/2010,New Build
Wandsworth,Wandsworth,08/01/2010,New Build
Lewisham,Lewisham,06/10/2010,Conversion
Redbridge,Redbridge,30/07/2010,New Build
Wandsworth,Wandsworth,22/09/2010,Conversion
Hackney,Hackney,05/05/2010,New Build
Hackney,Hackney,17/12/2010,Conversion
Wandsworth,Wandsworth,29/01/2010,Conversion
Lewisham,Lewisham,23/03/2010,New Build
Camden,Camden,15/06/2010,Conversion
Camden,Camden,01/06/2010,New Build
Lewisham,Lewisham,16/12/2010,New Build
Lewisham,Lewisham,13/12/2010,Conversion
Wandsworth,Wandsworth,23/08/2010,Conversion
Hillingdon,Hillingdon,09/07/2010,New Build
Hackney,Hackney,22/04/2010,Conversion
Tower Hamlets,Tower Hamlets,23/02/2010,New Build
Brent,Brent,31/03/2010,Conversion
Wandsworth,Wandsworth,19/03/2010,Conversion
Hillingdon,Hillingdon,04/03/2010,New Build
Wandsworth,Wandsworth,15/02/2010,New Build
Camden,Camden,01/06/2010,New Build
Wandsworth,Wandsworth,03/06/2010,Conversion
Havering,Havering,01/10/2010,New Build
Lewisham,Lewisham,02/02/2010,Conversion
Hackney,Hackney,02/02/2010,New Build
Wandsworth,Wandsworth,22/08/2010,Conversion
Camden,Camden,11/05/2010,Conversion
Wandsworth,Wandsworth,08/11/2010,Conversion
Camden,Camden,26/10/2010,New Build
Hackney,Hackney,31/12/2010,Conversion
Hackney,Hackney,07/12/2010,Conversion
Hackney,Hackney,05/10/2010,Conversion
Wandsworth,Wandsworth,15/02/2010,New Build
Hillingdon,Hillingdon,06/08/2010,New Build
Camden,Camden,22/04/2010,Conversion
Hackney,Hackney,28/04/2010,Conversion
Lewisham,Lewisham,04/10/2010,New Build
Redbridge,Redbridge,31/03/2010,Conversion
Wandsworth,Wandsworth,18/05/2010,Conversion
Brent,Brent,31/03/2010,New Build
Camden,Camden,01/06/2010,Conversion
Camden,Camden,26/03/2010,New Build
Redbridge,Redbridge,31/03/2010,New Build
Hillingdon,Hillingdon,14/06/2010,New Build
Brent,Brent,22/04/2010,New Build
Wandsworth,Wandsworth,12/12/2010,Conversion
Hackney,Hackney,18/09/2010,New Build
Hackney,Hackney,14/12/2010,Conversion
Tower Hamlets,Tower Hamlets,12/03/2010,New Build
Havering,Havering,17/02/2010,Conversion
Redbridge,Redbridge,14/05/2010,New Build
OPDC,Ealing,08/07/2010,Conversion
Wandsworth,Wandsworth,18/01/2010,New Build
Lewisham,Lewisham,22/07/2010,New Build
Brent,Brent,31/03/2010,Conversion
Lewisham,Lewisham,28/08/2010,Conversion
Hackney,Hackney,01/02/2010,New Build
Camden,Camden,22/02/2010,Conversion
Camden,Camden,02/09/2010,New Build
Hackney,Hackney,01/11/2010,New Build
Hackney,Hackney,31/03/2010,New Build
Redbridge,Redbridge,31/03/2010,New Build
Brent,Brent,25/02/2010,New Build
Merton,Merton,15/02/2010,New Build
Wandsworth,Wandsworth,25/08/2010,Conversion
Brent,Brent,10/01/2010,Conversion
Wandsworth,Wandsworth,23/07/2010,New Build
Hackney,Hackney,28/04/2010,Conversion
Brent,Brent,30/03/2010,New Build
Camden,Camden,01/06/2010,New Build
Lewisham,Lewisham,25/03/2010,New Build
Lewisham,Lewisham,24/12/2010,Conversion
Hackney,Hackney,01/03/2010,New Build
Wandsworth,Wandsworth,12/09/2010,New Build
Camden,Camden,01/06/2010,Conversion
Hillingdon,Hillingdon,31/03/2010,Conversion
Lewisham,Lewisham,10/05/2010,Conversion
Brent,Brent,21/03/2010,New Build
Brent,Brent,09/05/2010,New Build
Camden,Camden,01/06/2010,New Build
Camden,Camden,15/11/2010,New Build
Hillingdon,Hillingdon,17/09/2010,New Build
Hackney,Hackney,01/11/2010,Conversion
Brent,Brent,31/03/2010,Conversion
Brent,Brent,09/02/2010,Conversion
Camden,Camden,09/08/2010,Conversion
Wandsworth,Wandsworth,15/11/2010,Conversion
Wandsworth,Wandsworth,20/03/2010,Conversion
Tower Hamlets,Tower Hamlets,01/11/2010,New Build
Redbridge,Redbridge,12/04/2010,New Build
Wandsworth,Wandsworth,31/12/2010,Conversion
Lewisham,Lewisham,19/05/2010,Conversion
Hackney,Hackney,09/12/2010,Conversion
Wandsworth,Wandsworth,11/05/2010,Conversion
Wandsworth,Wandsworth,19/07/2010,Conversion
Brent,Brent,02/03/2010,Conversion
Camden,Camden,01/03/2010,Conversion
Brent,Brent,31/03/2010,New Build
Redbridge,Redbridge,11/05/2010,New Build
Brent,Brent,31/03/2010,Conversion
Hillingdon,Hillingdon,27/05/2010,New Build
Brent,Brent,08/07/2010,Conversion
Hillingdon,Hillingdon,26/10/2010,New Build
Brent,Brent,31/03/2010,Conversion
Camden,Camden,05/11/2010,Conversion
LLDC,Newham,01/03/2010,New Build
Camden,Camden,05/07/2010,Conversion
Brent,Brent,24/11/2010,Conversion
Camden,Camden,01/01/2010,New Build
Redbridge,Redbridge,23/04/2010,Conversion
Lewisham,Lewisham,01/09/2010,New Build
Brent,Brent,31/03/2010,New Build
Hackney,Hackney,01/02/2010,Conversion
Hillingdon,Hillingdon,19/04/2010,New Build
Lewisham,Lewisham,26/01/2010,Conversion
Hackney,Hackney,01/06/2010,New Build
Wandsworth,Wandsworth,27/11/2010,New Build
Camden,Camden,22/11/2010,New Build
Camden,Camden,07/05/2010,Conversion
OPDC,Brent,14/12/2010,New Build
Camden,Camden,01/05/2010,Conversion
Wandsworth,Wandsworth,27/01/2010,Conversion
Camden,Camden,17/12/2010,Conversion
Lewisham,Lewisham,21/05/2010,New Build
Brent,Brent,21/07/2010,Conversion
Hackney,Hackney,14/10/2010,New Build
Camden,Camden,01/06/2010,New Build
Hillingdon,Hillingdon,20/04/2010,New Build
Wandsworth,Wandsworth,28/05/2010,Conversion
Hackney,Hackney,05/05/2010,New Build
Hillingdon,Hillingdon,01/09/2010,New Build
Hackney,Hackney,06/05/2010,Conversion
Hackney,Hackney,25/08/2010,Conversion
Hackney,Hackney,10/01/2010,Conversion
Wandsworth,Wandsworth,31/12/2010,New Build
Tower Hamlets,Tower Hamlets,15/07/2010,New Build
Redbridge,Redbridge,31/03/2010,Conversion
Wandsworth,Wandsworth,04/11/2010,Conversion
Lewisham,Lewisham,01/11/2010,New Build
Hillingdon,Hillingdon,13/05/2010,New Build
City of London,City of London,31/03/2010,New Build
Tower Hamlets,Tower Hamlets,15/12/2010,Conversion
Wandsworth,Wandsworth,01/10/2010,Conversion
Hackney,Hackney,31/12/2010,Conversion
Camden,Camden,04/08/2010,Conversion
Hackney,Hackney,12/12/2010,Conversion
Hackney,Hackney,31/12/2010,Conversion
Hackney,Hackney,01/03/2010,Conversion
Camden,Camden,18/03/2010,Conversion
Hackney,Hackney,01/03/2010,New Build
Havering,Havering,05/02/2010,Conversion
Redbridge,Redbridge,31/03/2010,New Build
Hackney,Hackney,14/04/2010,Conversion
Lewisham,Lewisham,02/04/2010,Conversion
Wandsworth,Wandsworth,08/06/2010,Conversion
Tower Hamlets,Tower Hamlets,21/04/2010,New Build
Tower Hamlets,Tower Hamlets,27/09/2010,New Build
Wandsworth,Wandsworth,04/11/2010,New Build
Havering,Havering,01/12/2010,New Build
Camden,Camden,19/04/2010,Conversion
Hackney,Hackney,01/02/2010,Conversion
Camden,Camden,26/04/2010,Conversion
Lewisham,Lewisham,14/12/2010,Conversion
Havering,Havering,25/05/2010,New Build
Hackney,Hackney,13/12/2010,Conversion
Hillingdon,Hillingdon,30/09/2010,New Build
Tower Hamlets,Tower Hamlets,09/09/2010,New Build
Hillingdon,Hillingdon,05/11/2010,New Build
Hackney,Hackney,23/02/2010,New Build
Havering,Havering,01/04/2010,New Build
Wandsworth,Wandsworth,30/11/2010,Conversion
Camden,Camden,09/03/2010,Conversion
Havering,Havering,03/09/2010,Conversion
Hackney,Hackney,01/10/2010,Conversion
Lewisham,Lewisham,10/06/2010,New Build
Hackney,Hackney,29/01/2010,New Build
Camden,Camden,01/06/2010,Conversion
Lewisham,Lewisham,11/08/2010,Conversion
Havering,Havering,09/04/2010,New Build
Hackney,Hackney,10/06/2010,Conversion
City of London,City of London,30/09/2010,New Build
Camden,Camden,01/06/2010,Conversion
Brent,Brent,31/03/2010,Conversion
Camden,Camden,01/06/2010,Conversion
Havering,Havering,06/01/2010,Conversion
City of London,City of London,30/09/2010,New Build
Havering,Havering,27/08/2010,New Build
Wandsworth,Wandsworth,06/07/2010,Conversion
Camden,Camden,17/02/2010,Conversion
Camden,Camden,17/03/2010,Conversion
Camden,Camden,04/03/2010,Conversion
Newham,Newham,01/09/2010,New Build
Croydon,Croydon,30/09/2010,Conversion
Enfield,Enfield,23/01/2010,New Build
Sutton,Sutton,30/03/2010,New Build
Richmond,Richmond upon Thames,22/07/2010,Conversion
Sutton,Sutton,01/01/2010,New Build
Barnet,Barnet,18/05/2010,New Build
Hammersmith & Fulham,Hammersmith and Fulham,31/03/2010,New Build
Croydon,Croydon,31/12/2010,New Build
Bromley,Bromley,07/12/2010,New Build
Lambeth,Lambeth,05/06/2010,Conversion
Croydon,Croydon,30/06/2010,New Build
Croydon,Croydon,02/06/2010,New Build
Hammersmith & Fulham,Hammersmith and Fulham,01/01/2010,New Build
Croydon,Croydon,02/03/2010,New Build
Newham,Newham,24/02/2010,New Build
Bromley,Bromley,26/04/2010,New Build
Kingston,Kingston upon Thames,29/06/2010,New Build
Barnet,Barnet,02/09/2010,New Build
Kingston,Kingston upon Thames,20/04/2010,New Build
Ealing,Ealing,01/06/2010,Conversion
Lambeth,Lambeth,02/09/2010,Conversion
Lambeth,Lambeth,29/07/2010,Conversion
Westminster,Westminster,31/12/2010,Conversion
Barnet,Barnet,01/01/2010,New Build
Ealing,Ealing,03/05/2010,Conversion
Bromley,Bromley,06/07/2010,New Build
Ealing,Ealing,09/11/2010,Conversion
Barnet,Barnet,01/08/2010,New Build
Ealing,Ealing,06/07/2010,Conversion
Enfield,Enfield,21/05/2010,Conversion
Westminster,Westminster,31/05/2010,Conversion
Croydon,Croydon,06/05/2010,Conversion
Croydon,Croydon,30/09/2010,New Build
Sutton,Sutton,01/03/2010,New Build
Westminster,Westminster,29/06/2010,New Build
Hammersmith & Fulham,Hammersmith and Fulham,31/08/2010,Conversion
Ealing,Ealing,26/01/2010,New Build
Barnet,Barnet,01/09/2010,New Build
Sutton,Sutton,30/03/2010,New Build
Barnet,Barnet,05/02/2010,Conversion
Bromley,Bromley,30/09/2010,New Build
Croydon,Croydon,09/06/2010,Conversion
Lambeth,Lambeth,30/06/2010,New Build
Southwark,Southwark,20/09/2010,Conversion
Southwark,Southwark,01/03/2010,New Build
Lambeth,Lambeth,15/09/2010,Conversion
Lambeth,Lambeth,30/09/2010,Conversion
Croydon,Croydon,22/12/2010,New Build
Sutton,Sutton,30/03/2010,New Build
Westminster,Westminster,05/04/2010,New Build
Kingston,Kingston upon Thames,02/02/2010,New Build
Lambeth,Lambeth,30/07/2010,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,12/02/2010,New Build
Ealing,Ealing,01/04/2010,New Build
Newham,Newham,30/09/2010,Conversion
Barnet,Barnet,05/02/2010,Conversion
Barnet,Barnet,16/07/2010,Conversion
Enfield,Enfield,13/08/2010,Conversion
Westminster,Westminster,05/02/2010,Conversion
Bromley,Bromley,07/10/2010,New Build
Richmond,Richmond upon Thames,30/11/2010,New Build
Ealing,Ealing,01/01/2010,Conversion
Bromley,Bromley,08/03/2010,Conversion
Richmond,Richmond upon Thames,15/06/2010,Conversion
Bromley,Bromley,30/07/2010,Conversion
Barnet,Barnet,12/09/2010,New Build
Westminster,Westminster,31/03/2010,Conversion
Bromley,Bromley,04/06/2010,New Build
Ealing,Ealing,01/09/2010,New Build
Hammersmith & Fulham,Hammersmith and Fulham,31/03/2010,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,31/03/2010,Conversion
Wandsworth,Wandsworth,19/04/2010,New Build
Camden,Camden,08/06/2010,New Build
Hillingdon,Hillingdon,25/08/2010,Conversion
Havering,Havering,01/08/2010,Conversion
Lewisham,Lewisham,01/10/2010,New Build
Hackney,Hackney,05/10/2010,Conversion
Hackney,Hackney,05/10/2010,Conversion
Hackney,Hackney,01/12/2010,Conversion
Lewisham,Lewisham,07/06/2010,New Build
Hillingdon,Hillingdon,17/05/2010,New Build
Hackney,Hackney,29/11/2010,New Build
Tower Hamlets,Tower Hamlets,30/07/2010,New Build
Tower Hamlets,Tower Hamlets,17/10/2010,New Build
Merton,Merton,28/06/2010,New Build
Hillingdon,Hillingdon,28/05/2010,Conversion
Lewisham,Lewisham,13/05/2010,New Build
OPDC,Ealing,07/06/2010,New Build
Camden,Camden,13/01/2010,Conversion
Camden,Camden,01/06/2010,Conversion
Hackney,Hackney,01/02/2010,Conversion
Camden,Camden,20/05/2010,Conversion
Brent,Brent,09/02/2010,Conversion
Lewisham,Lewisham,26/05/2010,New Build
Wandsworth,Wandsworth,13/05/2010,New Build
Lewisham,Lewisham,26/11/2010,Conversion
Lewisham,Lewisham,01/07/2010,Conversion
Hackney,Hackney,01/11/2010,New Build
Camden,Camden,08/10/2010,Conversion
Tower Hamlets,Tower Hamlets,02/03/2010,New Build
Brent,Brent,31/03/2010,Conversion
Lewisham,Lewisham,01/07/2010,New Build
Camden,Camden,10/05/2010,Conversion
Hackney,Hackney,15/04/2010,Conversion
Camden,Camden,30/10/2010,New Build
Camden,Camden,19/08/2010,Conversion
Tower Hamlets,Tower Hamlets,02/09/2010,New Build
Hackney,Hackney,12/04/2010,New Build
Merton,Merton,22/06/2010,New Build
Wandsworth,Wandsworth,13/07/2010,Conversion
Merton,Merton,06/09/2010,New Build
Lewisham,Lewisham,16/03/2010,Conversion
Camden,Camden,01/06/2010,Conversion
Camden,Camden,02/03/2010,Conversion
Wandsworth,Wandsworth,17/03/2010,New Build
Hillingdon,Hillingdon,03/03/2010,New Build
Hackney,Hackney,15/03/2010,New Build
Hackney,Hackney,01/03/2010,Conversion
Havering,Havering,25/11/2010,Conversion
Tower Hamlets,Tower Hamlets,12/01/2010,Conversion
City of London,City of London,31/03/2010,New Build
Brent,Brent,31/03/2010,Conversion
Wandsworth,Wandsworth,16/11/2010,Conversion
Wandsworth,Wandsworth,26/10/2010,New Build
Tower Hamlets,Tower Hamlets,01/12/2010,New Build
Brent,Brent,31/03/2010,New Build
Lewisham,Lewisham,17/11/2010,Conversion
Hackney,Hackney,07/02/2010,New Build
Hackney,Hackney,03/06/2010,Conversion
Hackney,Hackney,14/04/2010,Conversion
Hackney,Hackney,31/12/2010,Conversion
City of London,City of London,31/03/2010,New Build
Brent,Brent,31/03/2010,Conversion
Camden,Camden,30/11/2010,New Build
Brent,Brent,31/03/2010,Conversion
Havering,Havering,12/04/2010,Conversion
Hackney,Hackney,15/04/2010,Conversion
Redbridge,Redbridge,16/06/2010,New Build
Hillingdon,Hillingdon,24/08/2010,Conversion
Redbridge,Redbridge,09/08/2010,New Build
Redbridge,Redbridge,31/03/2010,Conversion
Wandsworth,Wandsworth,01/11/2010,Conversion
Tower Hamlets,Tower Hamlets,09/03/2010,New Build
Hillingdon,Hillingdon,25/08/2010,Conversion
Southwark,Southwark,04/08/2010,Conversion
Redbridge,Redbridge,31/03/2010,New Build
Wandsworth,Wandsworth,01/02/2010,New Build
Hackney,Hackney,01/06/2010,Conversion
Havering,Havering,28/04/2010,New Build
Sutton,Sutton,01/03/2010,Conversion
Newham,Newham,01/08/2010,Conversion
Hackney,Hackney,24/03/2010,New Build
Lewisham,Lewisham,20/04/2010,Conversion
Wandsworth,Wandsworth,29/10/2010,New Build
Brent,Brent,01/10/2010,Conversion
Hackney,Hackney,25/07/2010,Conversion
Richmond,Richmond upon Thames,31/10/2010,New Build
Ealing,Ealing,24/05/2010,New Build
Greenwich,Greenwich,06/09/2010,New Build
Merton,Merton,22/01/2010,Conversion
Merton,Merton,09/02/2010,New Build
Merton,Merton,10/02/2010,New Build
Merton,Merton,20/09/2010,New Build
Merton,Merton,10/02/2010,Conversion
Merton,Merton,08/12/2010,Conversion
Merton,Merton,11/02/2010,Conversion
Merton,Merton,09/02/2010,New Build
Bromley,Bromley,28/05/2010,New Build
Merton,Merton,01/07/2010,New Build
Merton,Merton,27/05/2010,Conversion
Merton,Merton,28/06/2010,Conversion
Merton,Merton,10/02/2010,New Build
Merton,Merton,01/04/2010,Conversion
Merton,Merton,28/06/2010,New Build
Merton,Merton,04/02/2010,New Build
Merton,Merton,01/02/2010,New Build
Merton,Merton,08/12/2010,New Build
Merton,Merton,01/02/2010,Conversion
Merton,Merton,10/02/2010,New Build
