lpa_name,borough,actual_completion_date,development_type
Lewisham,Lewisham,08/12/2014,Conversion
Hillingdon,Hillingdon,01/08/2014,New Build
Hackney,Hackney,01/02/2014,Conversion
Camden,Camden,19/11/2014,Conversion
Wandsworth,Wandsworth,06/05/2014,New Build
Lewisham,Lewisham,29/09/2014,New Build
Lewisham,Lewisham,02/06/2014,Conversion
City of London,City of London,30/09/2014,New Build
Camden,Camden,22/07/2014,Conversion
Brent,Brent,01/02/2014,New Build
Havering,Havering,17/01/2014,New Build
Hillingdon,Hillingdon,10/09/2014,New Build
Camden,Camden,06/10/2014,New Build
Hillingdon,Hillingdon,03/01/2014,New Build
Wandsworth,Wandsworth,31/03/2014,Conversion
Hillingdon,Hillingdon,06/06/2014,New Build
Hackney,Hackney,01/05/2014,Conversion
Brent,Brent,07/05/2014,Conversion
Camden,Camden,04/08/2014,Conversion
Tower Hamlets,Tower Hamlets,13/02/2014,New Build
Hillingdon,Hillingdon,10/03/2014,Conversion
Wandsworth,Wandsworth,13/10/2014,New Build
Brent,Brent,18/12/2014,New Build
Wandsworth,Wandsworth,26/09/2014,New Build
City of London,City of London,30/09/2014,New Build
Wandsworth,Wandsworth,21/02/2014,New Build
Havering,Havering,07/02/2014,New Build
Camden,Camden,08/05/2014,Conversion
Hackney,Hackney,01/02/2014,Conversion
LLDC,Newham,30/06/2014,New Build
Havering,Havering,29/04/2014,New Build
Brent,Brent,02/02/2014,New Build
OPDC,Brent,08/09/2014,New Build
Hackney,Hackney,01/04/2014,Conversion
Havering,Havering,16/12/2014,New Build
Camden,Camden,24/10/2014,Conversion
Brent,Brent,14/11/2014,New Build
Camden,Camden,28/05/2014,Conversion
Camden,Camden,01/04/2014,Conversion
Havering,Havering,25/04/2014,New Build
Hillingdon,Hillingdon,01/08/2014,New Build
Lewisham,Lewisham,23/12/2014,Conversion
Lewisham,Lewisham,13/03/2014,Conversion
Camden,Camden,01/06/2014,New Build
Camden,Camden,17/09/2014,Conversion
Havering,Havering,25/11/2014,New Build
Wandsworth,Wandsworth,19/05/2014,Conversion
Hackney,Hackney,01/02/2014,Conversion
Tower Hamlets,Tower Hamlets,14/02/2014,New Build
Lewisham,Lewisham,01/09/2014,New Build
Camden,Camden,04/04/2014,Conversion
Lewisham,Lewisham,06/09/2014,Conversion
Hackney,Hackney,01/02/2014,New Build
Brent,Brent,19/06/2014,New Build
Wandsworth,Wandsworth,15/01/2014,New Build
Wandsworth,Wandsworth,31/03/2014,Conversion
Havering,Havering,03/07/2014,Conversion
Hackney,Hackney,01/05/2014,Conversion
Camden,Camden,30/04/2014,Conversion
Redbridge,Redbridge,24/10/2014,Conversion
Havering,Havering,05/03/2014,Conversion
Hackney,Hackney,19/11/2014,New Build
Lewisham,Lewisham,15/08/2014,New Build
Hillingdon,Hillingdon,01/10/2014,New Build
Tower Hamlets,Tower Hamlets,23/04/2014,New Build
Hackney,Hackney,01/04/2014,New Build
Camden,Camden,27/11/2014,New Build
Hackney,Hackney,01/03/2014,New Build
City of London,City of London,31/03/2014,Conversion
Tower Hamlets,Tower Hamlets,27/05/2014,New Build
Brent,Brent,21/07/2014,Conversion
Wandsworth,Wandsworth,31/03/2014,New Build
Wandsworth,Wandsworth,20/02/2014,New Build
Camden,Camden,30/06/2014,New Build
Hillingdon,Hillingdon,04/04/2014,Conversion
Brent,Brent,03/03/2014,New Build
Wandsworth,Wandsworth,22/05/2014,New Build
Camden,Camden,04/01/2014,Conversion
Brent,Brent,16/01/2014,New Build
Redbridge,Redbridge,21/02/2014,Conversion
Brent,Brent,01/09/2014,New Build
Wandsworth,Wandsworth,31/03/2014,Conversion
Hillingdon,Hillingdon,02/12/2014,New Build
Hackney,Hackney,01/03/2014,Conversion
Camden,Camden,06/03/2014,Conversion
Hillingdon,Hillingdon,01/08/2014,New Build
Brent,Brent,08/08/2014,New Build
Brent,Brent,24/09/2014,New Build
Wandsworth,Wandsworth,31/03/2014,Conversion
Havering,Havering,16/09/2014,New Build
Tower Hamlets,Tower Hamlets,10/09/2014,New Build
Brent,Brent,04/07/2014,New Build
Wandsworth,Wandsworth,09/06/2014,Conversion
Tower Hamlets,Tower Hamlets,04/09/2014,New Build
Lewisham,Lewisham,28/04/2014,Conversion
Camden,Camden,02/08/2014,Conversion
Hillingdon,Hillingdon,13/08/2014,Conversion
Hackney,Hackney,05/07/2014,New Build
Redbridge,Redbridge,19/08/2014,New Build
Hackney,Hackney,01/02/2014,New Build
Wandsworth,Wandsworth,06/11/2014,Conversion
Hillingdon,Hillingdon,04/04/2014,New Build
Redbridge,Redbridge,15/12/2014,Conversion
Lewisham,Lewisham,19/05/2014,Conversion
Hackney,Hackney,01/03/2014,Conversion
Hillingdon,Hillingdon,14/03/2014,New Build
Wandsworth,Wandsworth,31/03/2014,New Build
Wandsworth,Wandsworth,31/03/2014,Conversion
Camden,Camden,23/07/2014,New Build
Brent,Brent,20/04/2014,New Build
Hackney,Hackney,11/09/2014,New Build
Hackney,Hackney,01/02/2014,New Build
Lewisham,Lewisham,29/05/2014,Conversion
Hackney,Hackney,07/02/2014,Conversion
Camden,Camden,15/01/2014,Conversion
Camden,Camden,09/07/2014,Conversion
Brent,Brent,17/09/2014,New Build
Havering,Havering,29/04/2014,New Build
City of London,City of London,30/09/2014,New Build
Bromley,Bromley,20/08/2014,New Build
Lambeth,Lambeth,01/01/2014,Conversion
Sutton,Sutton,31/03/2014,New Build
Croydon,Croydon,31/03/2014,Conversion
Bexley,Bexley,19/08/2014,New Build
Croydon,Croydon,01/06/2014,Conversion
Southwark,Southwark,14/10/2014,Conversion
Enfield,Enfield,05/12/2014,New Build
Barnet,Barnet,01/07/2014,New Build
Newham,Newham,14/07/2014,Conversion
Bromley,Bromley,26/03/2014,Conversion
Lambeth,Lambeth,01/12/2014,New Build
Sutton,Sutton,31/03/2014,New Build
Hammersmith & Fulham,Hammersmith and Fulham,14/01/2014,Conversion
Lambeth,Lambeth,01/02/2014,New Build
Croydon,Croydon,10/02/2014,New Build
Sutton,Sutton,01/09/2014,New Build
Croydon,Croydon,29/12/2014,New Build
Hillingdon,Hillingdon,19/06/2014,New Build
Hillingdon,Hillingdon,10/10/2014,New Build
Camden,Camden,31/03/2014,New Build
Wandsworth,Wandsworth,16/09/2014,Conversion
Lewisham,Lewisham,15/01/2014,New Build
Hillingdon,Hillingdon,16/06/2014,Conversion
Hackney,Hackney,01/02/2014,New Build
Lewisham,Lewisham,22/08/2014,New Build
LLDC,Newham,30/06/2014,New Build
Redbridge,Redbridge,10/03/2014,Conversion
LLDC,Tower Hamlets,31/03/2014,New Build
Camden,Camden,21/05/2014,Conversion
Tower Hamlets,Tower Hamlets,08/04/2014,New Build
Hackney,Hackney,01/02/2014,Conversion
Havering,Havering,28/10/2014,New Build
Wandsworth,Wandsworth,08/10/2014,Conversion
Brent,Brent,01/10/2014,Conversion
Havering,Havering,22/12/2014,New Build
Hillingdon,Hillingdon,04/04/2014,New Build
Wandsworth,Wandsworth,31/01/2014,Conversion
Brent,Brent,02/10/2014,Conversion
Lewisham,Lewisham,20/10/2014,New Build
Havering,Havering,10/09/2014,New Build
Camden,Camden,01/06/2014,New Build
Hackney,Hackney,22/06/2014,Conversion
Brent,Brent,12/12/2014,New Build
Merton,Merton,10/05/2014,New Build
Camden,Camden,18/08/2014,New Build
Havering,Havering,17/01/2014,New Build
Lewisham,Lewisham,30/10/2014,New Build
Hillingdon,Hillingdon,21/03/2014,New Build
Wandsworth,Wandsworth,03/01/2014,Conversion
Wandsworth,Wandsworth,19/09/2014,New Build
Havering,Havering,23/10/2014,New Build
Wandsworth,Wandsworth,03/03/2014,Conversion
Redbridge,Redbridge,21/07/2014,New Build
Wandsworth,Wandsworth,27/02/2014,Conversion
Camden,Camden,09/04/2014,New Build
Camden,Camden,03/12/2014,Conversion
Hillingdon,Hillingdon,12/03/2014,New Build
Wandsworth,Wandsworth,31/03/2014,Conversion
Wandsworth,Wandsworth,17/02/2014,New Build
Hackney,Hackney,25/02/2014,New Build
City of London,City of London,31/03/2014,New Build
Brent,Brent,24/01/2014,Conversion
Brent,Brent,18/11/2014,Conversion
Camden,Camden,01/09/2014,Conversion
Havering,Havering,20/08/2014,New Build
Hillingdon,Hillingdon,17/04/2014,New Build
Brent,Brent,28/08/2014,Conversion
Hackney,Hackney,01/01/2014,New Build
Hackney,Hackney,01/01/2014,Conversion
Wandsworth,Wandsworth,31/03/2014,New Build
Camden,Camden,06/01/2014,Conversion
Redbridge,Redbridge,27/03/2014,New Build
Havering,Havering,23/07/2014,New Build
Camden,Camden,17/09/2014,New Build
Camden,Camden,30/04/2014,New Build
Tower Hamlets,Tower Hamlets,24/04/2014,New Build
Lewisham,Lewisham,15/01/2014,Conversion
Hackney,Hackney,28/11/2014,New Build
Havering,Havering,31/01/2014,New Build
Hillingdon,Hillingdon,17/12/2014,New Build
Camden,Camden,21/07/2014,Conversion
Redbridge,Redbridge,02/07/2014,Conversion
Camden,Camden,01/08/2014,New Build
Wandsworth,Wandsworth,16/09/2014,Conversion
Wandsworth,Wandsworth,04/04/2014,Conversion
Hillingdon,Hillingdon,27/06/2014,Conversion
Redbridge,Redbridge,15/03/2014,Conversion
Lewisham,Lewisham,22/10/2014,New Build
Hackney,Hackney,22/10/2014,New Build
Hackney,Hackney,30/06/2014,Conversion
Hillingdon,Hillingdon,01/08/2014,New Build
Hackney,Hackney,01/02/2014,Conversion
Camden,Camden,20/02/2014,New Build
Havering,Havering,20/10/2014,New Build
Wandsworth,Wandsworth,31/03/2014,New Build
Brent,Brent,08/08/2014,New Build
Brent,Brent,22/05/2014,Conversion
Lewisham,Lewisham,01/10/2014,Conversion
Tower Hamlets,Tower Hamlets,11/04/2014,New Build
Wandsworth,Wandsworth,31/08/2014,New Build
Redbridge,Redbridge,21/01/2014,Conversion
Camden,Camden,26/06/2014,New Build
Camden,Camden,19/12/2014,New Build
Hackney,Hackney,01/01/2014,New Build
Hackney,Hackney,01/05/2014,Conversion
Hackney,Hackney,09/10/2014,New Build
Camden,Camden,29/04/2014,Conversion
Camden,Camden,07/04/2014,Conversion
Wandsworth,Wandsworth,31/03/2014,New Build
Brent,Brent,28/02/2014,Conversion
Camden,Camden,01/12/2014,New Build
Redbridge,Redbridge,04/02/2014,New Build
Wandsworth,Wandsworth,31/03/2014,Conversion
Hackney,Hackney,01/03/2014,New Build
Camden,Camden,13/10/2014,Conversion
Camden,Camden,13/03/2014,Conversion
Brent,Brent,19/11/2014,New Build
Lewisham,Lewisham,29/12/2014,New Build
Lewisham,Lewisham,04/02/2014,New Build
Lambeth,Lambeth,13/10/2014,Conversion
Lambeth,Lambeth,01/08/2014,Conversion
Kingston,Kingston upon Thames,15/08/2014,New Build
Enfield,Enfield,20/11/2014,New Build
Ealing,Ealing,03/02/2014,New Build
Barnet,Barnet,15/06/2014,Conversion
Croydon,Croydon,02/12/2014,Conversion
Newham,Newham,08/08/2014,Conversion
Richmond,Richmond upon Thames,30/07/2014,New Build
Newham,Newham,18/06/2014,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,01/03/2014,New Build
Lambeth,Lambeth,01/07/2014,Conversion
Bexley,Bexley,26/11/2014,New Build
Westminster,Westminster,31/03/2014,New Build
Barnet,Barnet,18/09/2014,New Build
Southwark,Southwark,11/11/2014,New Build
Kingston,Kingston upon Thames,14/07/2014,New Build
Kingston,Kingston upon Thames,24/09/2014,New Build
Barnet,Barnet,10/07/2014,Conversion
Bromley,Bromley,27/10/2014,New Build
Lambeth,Lambeth,25/07/2014,Conversion
Ealing,Ealing,04/11/2014,Conversion
Richmond,Richmond upon Thames,15/10/2014,New Build
Bexley,Bexley,07/02/2014,New Build
Croydon,Croydon,18/07/2014,Conversion
Ealing,Ealing,29/04/2014,Conversion
Bromley,Bromley,25/11/2014,Conversion
Lambeth,Lambeth,12/08/2014,Conversion
Westminster,Westminster,28/08/2014,Conversion
Croydon,Croydon,29/12/2014,New Build
Bromley,Bromley,26/08/2014,New Build
Croydon,Croydon,27/06/2014,Conversion
Barnet,Barnet,04/07/2014,Conversion
Bromley,Bromley,20/03/2014,Conversion
Richmond,Richmond upon Thames,14/03/2014,Conversion
Croydon,Croydon,13/06/2014,Conversion
Richmond,Richmond upon Thames,01/09/2014,New Build
Enfield,Enfield,29/01/2014,New Build
Lambeth,Lambeth,20/02/2014,New Build
Newham,Newham,31/03/2014,New Build
Enfield,Enfield,05/09/2014,New Build
Kingston,Kingston upon Thames,01/09/2014,New Build
Croydon,Croydon,30/08/2014,Conversion
Bromley,Bromley,26/02/2014,Conversion
Lambeth,Lambeth,09/04/2014,Conversion
Ealing,Ealing,20/08/2014,New Build
Lambeth,Lambeth,10/06/2014,Conversion
Croydon,Croydon,31/03/2014,New Build
Sutton,Sutton,17/09/2014,Conversion
Bexley,Bexley,20/08/2014,New Build
Newham,Newham,31/03/2014,Conversion
Ealing,Ealing,01/04/2014,Conversion
Westminster,Westminster,31/03/2014,Conversion
Bromley,Bromley,08/07/2014,New Build
Kingston,Kingston upon Thames,03/10/2014,Conversion
Ealing,Ealing,30/09/2014,Conversion
Croydon,Croydon,30/09/2014,New Build
Westminster,Westminster,04/03/2014,New Build
Southwark,Southwark,05/05/2014,New Build
Enfield,Enfield,30/11/2014,New Build
Ealing,Ealing,14/04/2014,New Build
Westminster,Westminster,15/07/2014,New Build
Enfield,Enfield,02/06/2014,New Build
Bromley,Bromley,24/02/2014,Conversion
Westminster,Westminster,31/03/2014,New Build
Sutton,Sutton,01/07/2014,New Build
Lambeth,Lambeth,01/09/2014,New Build
Bromley,Bromley,13/03/2014,New Build
Richmond,Richmond upon Thames,22/08/2014,New Build
Ealing,Ealing,14/10/2014,Conversion
Croydon,Croydon,28/08/2014,Conversion
Sutton,Sutton,01/04/2014,New Build
Croydon,Croydon,17/09/2014,Conversion
Barnet,Barnet,06/01/2014,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,08/10/2014,New Build
Newham,Newham,24/03/2014,Conversion
Lambeth,Lambeth,06/11/2014,Conversion
Lambeth,Lambeth,01/04/2014,New Build
Croydon,Croydon,27/06/2014,New Build
Southwark,Southwark,08/08/2014,New Build
Barnet,Barnet,01/10/2014,Conversion
Ealing,Ealing,11/07/2014,Conversion
Southwark,Southwark,08/08/2014,New Build
Croydon,Croydon,30/08/2014,New Build
Ealing,Ealing,01/08/2014,New Build
Richmond,Richmond upon Thames,31/08/2014,New Build
Hammersmith & Fulham,Hammersmith and Fulham,04/03/2014,Conversion
Croydon,Croydon,24/11/2014,Conversion
Richmond,Richmond upon Thames,01/09/2014,Conversion
Newham,Newham,09/12/2014,New Build
Bromley,Bromley,11/08/2014,New Build
Barnet,Barnet,22/05/2014,Conversion
Sutton,Sutton,25/07/2014,New Build
Richmond,Richmond upon Thames,14/01/2014,New Build
Richmond,Richmond upon Thames,01/05/2014,Conversion
Croydon,Croydon,30/09/2014,New Build
Newham,Newham,08/08/2014,Conversion
Lambeth,Lambeth,01/06/2014,Conversion
Westminster,Westminster,31/03/2014,New Build
Bexley,Bexley,22/08/2014,Conversion
Sutton,Sutton,31/03/2014,New Build
Croydon,Croydon,01/10/2014,New Build
Kingston,Kingston upon Thames,16/07/2014,New Build
Southwark,Southwark,02/03/2014,New Build
Barnet,Barnet,31/10/2014,New Build
Southwark,Southwark,05/05/2014,New Build
Lambeth,Lambeth,01/08/2014,Conversion
Barnet,Barnet,14/01/2014,New Build
Westminster,Westminster,14/03/2014,Conversion
Lambeth,Lambeth,03/04/2014,Conversion
Croydon,Croydon,10/12/2014,New Build
Croydon,Croydon,16/02/2014,New Build
Richmond,Richmond upon Thames,02/06/2014,Conversion
Newham,Newham,31/03/2014,New Build
Westminster,Westminster,20/10/2014,New Build
Enfield,Enfield,28/02/2014,New Build
Croydon,Croydon,29/12/2014,Conversion
Croydon,Croydon,21/08/2014,New Build
Westminster,Westminster,31/03/2014,New Build
Croydon,Croydon,31/03/2014,Conversion
Croydon,Croydon,11/07/2014,Conversion
Bexley,Bexley,15/07/2014,New Build
Newham,Newham,31/03/2014,New Build
Croydon,Croydon,31/03/2014,New Build
Lambeth,Lambeth,01/09/2014,Conversion
Croydon,Croydon,30/09/2014,Conversion
Croydon,Croydon,31/03/2014,New Build
Southwark,Southwark,10/10/2014,New Build
Westminster,Westminster,31/03/2014,Conversion
Barnet,Barnet,14/08/2014,Conversion
Kingston,Kingston upon Thames,06/02/2014,New Build
Richmond,Richmond upon Thames,25/04/2014,Conversion
Kingston,Kingston upon Thames,01/05/2014,New Build
Southwark,Southwark,16/10/2014,New Build
Croydon,Croydon,20/01/2014,New Build
Ealing,Ealing,15/01/2014,New Build
Enfield,Enfield,27/02/2014,New Build
Ealing,Ealing,17/06/2014,New Build
Ealing,Ealing,01/04/2014,Conversion
Lambeth,Lambeth,01/04/2014,Conversion
Enfield,Enfield,02/07/2014,New Build
Newham,Newham,01/04/2014,Conversion
Lambeth,Lambeth,24/07/2014,Conversion
Kingston,Kingston upon Thames,06/10/2014,New Build
Croydon,Croydon,20/06/2014,Conversion
Barnet,Barnet,15/08/2014,Conversion
Lambeth,Lambeth,28/07/2014,Conversion
Sutton,Sutton,31/03/2014,Conversion
Kingston,Kingston upon Thames,19/12/2014,New Build
Bromley,Bromley,20/11/2014,New Build
Westminster,Westminster,31/03/2014,Conversion
Newham,Newham,28/03/2014,Conversion
Lambeth,Lambeth,20/01/2014,New Build
Newham,Newham,31/03/2014,Conversion
Ealing,Ealing,18/02/2014,New Build
Bexley,Bexley,18/03/2014,Conversion
Kingston,Kingston upon Thames,05/02/2014,New Build
Croydon,Croydon,31/03/2014,Conversion
Ealing,Ealing,28/02/2014,New Build
Hammersmith & Fulham,Hammersmith and Fulham,10/10/2014,Conversion
Westminster,Westminster,31/03/2014,Conversion
Bexley,Bexley,11/09/2014,New Build
Ealing,Ealing,05/04/2014,New Build
Hammersmith & Fulham,Hammersmith and Fulham,01/03/2014,New Build
Sutton,Sutton,12/05/2014,New Build
Newham,Newham,12/11/2014,Conversion
Lambeth,Lambeth,01/06/2014,Conversion
Croydon,Croydon,29/12/2014,New Build
Enfield,Enfield,02/04/2014,Conversion
Westminster,Westminster,31/03/2014,New Build
Croydon,Croydon,14/07/2014,New Build
Richmond,Richmond upon Thames,02/05/2014,Conversion
Ealing,Ealing,24/01/2014,New Build
Barnet,Barnet,24/11/2014,Conversion
Lambeth,Lambeth,01/11/2014,Conversion
Enfield,Enfield,01/02/2014,Conversion
Richmond,Richmond upon Thames,30/05/2014,New Build
Richmond,Richmond upon Thames,31/08/2014,New Build
Barnet,Barnet,03/07/2014,Conversion
Westminster,Westminster,31/03/2014,Conversion
Westminster,Westminster,31/03/2014,Conversion
Sutton,Sutton,21/10/2014,New Build
Kingston,Kingston upon Thames,14/11/2014,New Build
Croydon,Croydon,25/08/2014,New Build
Ealing,Ealing,02/08/2014,New Build
Enfield,Enfield,21/03/2014,New Build
Sutton,Sutton,01/09/2014,Conversion
Ealing,Ealing,11/09/2014,New Build
Bromley,Bromley,25/03/2014,New Build
Southwark,Southwark,03/03/2014,New Build
Kingston,Kingston upon Thames,21/03/2014,New Build
Newham,Newham,05/02/2014,Conversion
Croydon,Croydon,16/05/2014,Conversion
Lambeth,Lambeth,25/09/2014,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,14/07/2014,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,22/05/2014,Conversion
Newham,Newham,23/06/2014,Conversion
Sutton,Sutton,30/05/2014,New Build
Southwark,Southwark,11/02/2014,New Build
Barnet,Barnet,16/02/2014,New Build
Lambeth,Lambeth,26/11/2014,Conversion
Lambeth,Lambeth,30/05/2014,Conversion
Kingston,Kingston upon Thames,24/04/2014,New Build
Lambeth,Lambeth,01/03/2014,New Build
Barnet,Barnet,21/10/2014,New Build
Enfield,Enfield,19/03/2014,Conversion
Barnet,Barnet,21/10/2014,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,01/06/2014,Conversion
Barnet,Barnet,24/07/2014,Conversion
Westminster,Westminster,31/03/2014,Conversion
Lambeth,Lambeth,01/07/2014,Conversion
Newham,Newham,24/04/2014,New Build
Bromley,Bromley,15/01/2014,New Build
Hammersmith & Fulham,Hammersmith and Fulham,07/03/2014,Conversion
Ealing,Ealing,30/06/2014,New Build
Westminster,Westminster,31/03/2014,Conversion
Ealing,Ealing,18/02/2014,Conversion
Southwark,Southwark,10/10/2014,New Build
Enfield,Enfield,18/03/2014,New Build
Hammersmith & Fulham,Hammersmith and Fulham,18/03/2014,New Build
Ealing,Ealing,07/02/2014,Conversion
Richmond,Richmond upon Thames,01/09/2014,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,10/06/2014,Conversion
Sutton,Sutton,31/03/2014,New Build
Croydon,Croydon,27/06/2014,Conversion
Ealing,Ealing,20/02/2014,New Build
Croydon,Croydon,11/03/2014,Conversion
Croydon,Croydon,15/11/2014,Conversion
Barnet,Barnet,14/08/2014,New Build
Croydon,Croydon,30/09/2014,New Build
Lambeth,Lambeth,30/10/2014,Conversion
Lambeth,Lambeth,24/06/2014,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,15/10/2014,New Build
Ealing,Ealing,14/03/2014,Conversion
Ealing,Ealing,15/03/2014,New Build
Sutton,Sutton,28/02/2014,Conversion
Lambeth,Lambeth,01/07/2014,Conversion
Richmond,Richmond upon Thames,28/02/2014,Conversion
Croydon,Croydon,30/09/2014,New Build
Westminster,Westminster,31/03/2014,Conversion
Bromley,Bromley,03/02/2014,New Build
Lambeth,Lambeth,29/07/2014,Conversion
Sutton,Sutton,28/02/2014,New Build
Hammersmith & Fulham,Hammersmith and Fulham,03/02/2014,New Build
Lambeth,Lambeth,01/10/2014,Conversion
Sutton,Sutton,29/04/2014,New Build
Hammersmith & Fulham,Hammersmith and Fulham,17/04/2014,Conversion
Kingston,Kingston upon Thames,12/09/2014,New Build
Croydon,Croydon,29/12/2014,New Build
Enfield,Enfield,26/11/2014,New Build
Ealing,Ealing,01/09/2014,New Build
Croydon,Croydon,31/03/2014,Conversion
Richmond,Richmond upon Thames,17/07/2014,Conversion
Kingston,Kingston upon Thames,18/09/2014,Conversion
Ealing,Ealing,10/03/2014,New Build
Southwark,Southwark,05/06/2014,New Build
Lambeth,Lambeth,01/11/2014,Conversion
Southwark,Southwark,03/03/2014,New Build
Ealing,Ealing,01/09/2014,New Build
Hammersmith & Fulham,Hammersmith and Fulham,31/03/2014,Conversion
Enfield,Enfield,01/07/2014,Conversion
Lambeth,Lambeth,01/08/2014,Conversion
Southwark,Southwark,21/05/2014,Conversion
Southwark,Southwark,29/10/2014,New Build
Sutton,Sutton,31/01/2014,New Build
Hammersmith & Fulham,Hammersmith and Fulham,21/11/2014,Conversion
Croydon,Croydon,15/10/2014,Conversion
Southwark,Southwark,02/05/2014,New Build
Bromley,Bromley,12/09/2014,New Build
Ealing,Ealing,12/06/2014,New Build
Westminster,Westminster,31/03/2014,Conversion
Ealing,Ealing,11/06/2014,Conversion
Lambeth,Lambeth,01/11/2014,Conversion
Enfield,Enfield,13/11/2014,New Build
Bromley,Bromley,28/08/2014,Conversion
Richmond,Richmond upon Thames,11/12/2014,New Build
Newham,Newham,31/03/2014,New Build
Croydon,Croydon,31/07/2014,New Build
Hammersmith & Fulham,Hammersmith and Fulham,31/12/2014,Conversion
Croydon,Croydon,05/08/2014,Conversion
Newham,Newham,07/10/2014,Conversion
Lambeth,Lambeth,28/03/2014,Conversion
Sutton,Sutton,31/03/2014,New Build
Croydon,Croydon,24/07/2014,Conversion
Lambeth,Lambeth,01/01/2014,New Build
Bexley,Bexley,01/11/2014,Conversion
Croydon,Croydon,10/11/2014,New Build
Ealing,Ealing,27/01/2014,New Build
Lambeth,Lambeth,04/04/2014,Conversion
Enfield,Enfield,31/03/2014,New Build
Newham,Newham,02/04/2014,New Build
Enfield,Enfield,03/06/2014,Conversion
Bromley,Bromley,09/04/2014,New Build
Lambeth,Lambeth,03/04/2014,Conversion
Enfield,Enfield,28/03/2014,New Build
Westminster,Westminster,31/03/2014,Conversion
Barnet,Barnet,06/03/2014,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,07/03/2014,New Build
Hammersmith & Fulham,Hammersmith and Fulham,31/08/2014,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,15/09/2014,New Build
Newham,Newham,31/03/2014,New Build
Lambeth,Lambeth,01/07/2014,New Build
Enfield,Enfield,18/07/2014,New Build
Croydon,Croydon,30/09/2014,New Build
Enfield,Enfield,30/06/2014,New Build
Westminster,Westminster,31/03/2014,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,21/10/2014,Conversion
Croydon,Croydon,05/12/2014,New Build
Westminster,Westminster,31/03/2014,New Build
Westminster,Westminster,01/04/2014,New Build
Newham,Newham,19/06/2014,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,21/02/2014,Conversion
Westminster,Westminster,31/03/2014,New Build
Southwark,Southwark,02/06/2014,New Build
Lambeth,Lambeth,17/03/2014,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,14/03/2014,Conversion
Lambeth,Lambeth,01/09/2014,New Build
Lambeth,Lambeth,15/10/2014,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,05/11/2014,Conversion
Richmond,Richmond upon Thames,30/07/2014,Conversion
Ealing,Ealing,23/06/2014,Conversion
Ealing,Ealing,29/08/2014,Conversion
Kingston,Kingston upon Thames,12/11/2014,New Build
Southwark,Southwark,08/08/2014,New Build
Sutton,Sutton,31/03/2014,New Build
Croydon,Croydon,27/06/2014,Conversion
Enfield,Enfield,01/04/2014,New Build
Westminster,Westminster,31/03/2014,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,18/03/2014,Conversion
Lambeth,Lambeth,29/04/2014,Conversion
Newham,Newham,31/03/2014,Conversion
Sutton,Sutton,31/05/2014,New Build
Enfield,Enfield,28/03/2014,Conversion
Westminster,Westminster,31/10/2014,Conversion
Bromley,Bromley,03/09/2014,Conversion
Westminster,Westminster,31/03/2014,New Build
Southwark,Southwark,05/05/2014,New Build
Bexley,Bexley,29/08/2014,New Build
Southwark,Southwark,02/05/2014,New Build
Kingston,Kingston upon Thames,29/08/2014,New Build
Lambeth,Lambeth,01/07/2014,Conversion
Southwark,Southwark,06/05/2014,New Build
Richmond,Richmond upon Thames,01/04/2014,Conversion
Ealing,Ealing,14/08/2014,New Build
Southwark,Southwark,03/04/2014,New Build
Newham,Newham,15/04/2014,Conversion
Lambeth,Lambeth,01/06/2014,Conversion
Richmond,Richmond upon Thames,01/05/2014,Conversion
Bromley,Bromley,13/01/2014,New Build
Bexley,Bexley,07/08/2014,Conversion
Southwark,Southwark,03/03/2014,New Build
Newham,Newham,14/11/2014,Conversion
Bexley,Bexley,21/07/2014,Conversion
Westminster,Westminster,31/03/2014,New Build
Westminster,Westminster,28/08/2014,Conversion
Croydon,Croydon,03/06/2014,Conversion
Newham,Newham,29/10/2014,Conversion
Bromley,Bromley,06/03/2014,New Build
Newham,Newham,31/03/2014,New Build
Enfield,Enfield,06/10/2014,New Build
Croydon,Croydon,30/08/2014,Conversion
Sutton,Sutton,30/11/2014,New Build
Lambeth,Lambeth,13/05/2014,Conversion
Barnet,Barnet,05/03/2014,Conversion
Lambeth,Lambeth,25/11/2014,New Build
Croydon,Croydon,30/07/2014,New Build
Bexley,Bexley,20/08/2014,Conversion
Barnet,Barnet,01/06/2014,Conversion
Westminster,Westminster,31/03/2014,New Build
Enfield,Enfield,10/04/2014,New Build
Lambeth,Lambeth,14/09/2014,Conversion
Newham,Newham,31/03/2014,New Build
Lambeth,Lambeth,01/04/2014,Conversion
Enfield,Enfield,15/09/2014,Conversion
Bexley,Bexley,15/08/2014,New Build
Newham,Newham,31/03/2014,New Build
