lpa_name,borough,actual_completion_date,development_type
Hackney,Hackney,01/02/2014,Conversion
Merton,Merton,30/03/2014,New Build
Camden,Camden,09/12/2014,Conversion
Hackney,Hackney,01/06/2014,Conversion
Havering,Havering,28/01/2014,New Build
Redbridge,Redbridge,01/09/2014,New Build
Havering,Havering,11/03/2014,New Build
Hillingdon,Hillingdon,22/05/2014,Conversion
Merton,Merton,10/07/2014,New Build
Wandsworth,Wandsworth,31/03/2014,Conversion
Tower Hamlets,Tower Hamlets,17/03/2014,New Build
Hillingdon,Hillingdon,30/06/2014,New Build
Havering,Havering,10/12/2014,New Build
Tower Hamlets,Tower Hamlets,25/11/2014,Conversion
Havering,Havering,11/12/2014,New Build
Camden,Camden,04/03/2014,Conversion
Hackney,Hackney,16/01/2014,Conversion
Tower Hamlets,Tower Hamlets,12/02/2014,New Build
Redbridge,Redbridge,21/03/2014,Conversion
Camden,Camden,27/10/2014,Conversion
Tower Hamlets,Tower Hamlets,18/02/2014,New Build
Hackney,Hackney,27/03/2014,Conversion
Lewisham,Lewisham,10/02/2014,Conversion
Hillingdon,Hillingdon,01/10/2014,New Build
Havering,Havering,17/10/2014,Conversion
Hillingdon,Hillingdon,01/09/2014,New Build
Hackney,Hackney,25/08/2014,Conversion
Havering,Havering,08/09/2014,New Build
Camden,Camden,20/02/2014,New Build
Brent,Brent,01/02/2014,New Build
Lewisham,Lewisham,29/05/2014,Conversion
Lewisham,Lewisham,01/12/2014,New Build
Camden,Camden,22/01/2014,Conversion
Wandsworth,Wandsworth,22/08/2014,Conversion
Lewisham,Lewisham,15/08/2014,New Build
Merton,Merton,15/06/2014,New Build
Hillingdon,Hillingdon,10/03/2014,New Build
Brent,Brent,08/03/2014,Conversion
Tower Hamlets,Tower Hamlets,21/07/2014,Conversion
Hillingdon,Hillingdon,01/01/2014,New Build
Hillingdon,Hillingdon,01/02/2014,New Build
Hackney,Hackney,15/12/2014,Conversion
Brent,Brent,12/06/2014,Conversion
Wandsworth,Wandsworth,31/03/2014,New Build
Lewisham,Lewisham,13/10/2014,New Build
Hackney,Hackney,01/01/2014,New Build
Havering,Havering,05/01/2014,New Build
LLDC,Newham,31/03/2014,New Build
Camden,Camden,27/01/2014,New Build
Camden,Camden,11/11/2014,Conversion
Havering,Havering,28/10/2014,New Build
Wandsworth,Wandsworth,31/03/2014,Conversion
Brent,Brent,12/12/2014,Conversion
Hillingdon,Hillingdon,31/12/2014,New Build
LLDC,Newham,27/08/2014,New Build
Hackney,Hackney,28/02/2014,Conversion
Brent,Brent,01/09/2014,New Build
Camden,Camden,14/04/2014,New Build
Brent,Brent,16/12/2014,Conversion
Camden,Camden,13/05/2014,Conversion
Lewisham,Lewisham,27/08/2014,Conversion
Hackney,Hackney,01/02/2014,Conversion
Tower Hamlets,Tower Hamlets,03/12/2014,New Build
Camden,Camden,31/07/2014,New Build
Brent,Brent,30/06/2014,Conversion
Havering,Havering,27/02/2014,Conversion
City of London,City of London,30/09/2014,New Build
Camden,Camden,16/09/2014,New Build
Wandsworth,Wandsworth,21/02/2014,New Build
Hackney,Hackney,05/04/2014,New Build
Hillingdon,Hillingdon,14/10/2014,New Build
Hillingdon,Hillingdon,12/12/2014,New Build
Hackney,Hackney,01/04/2014,Conversion
Wandsworth,Wandsworth,05/03/2014,Conversion
Redbridge,Redbridge,20/05/2014,New Build
Havering,Havering,15/05/2014,New Build
Wandsworth,Wandsworth,31/03/2014,New Build
Hackney,Hackney,01/04/2014,New Build
Hillingdon,Hillingdon,05/12/2014,New Build
Hackney,Hackney,20/03/2014,Conversion
Wandsworth,Wandsworth,09/01/2014,Conversion
Lewisham,Lewisham,25/07/2014,New Build
Brent,Brent,03/03/2014,New Build
Hillingdon,Hillingdon,29/07/2014,New Build
Hackney,Hackney,01/05/2014,Conversion
Hackney,Hackney,15/09/2014,New Build
Havering,Havering,08/01/2014,New Build
Camden,Camden,21/05/2014,Conversion
Brent,Brent,14/03/2014,Conversion
Lewisham,Lewisham,14/08/2014,New Build
Hackney,Hackney,03/04/2014,Conversion
Hackney,Hackney,01/05/2014,Conversion
Hillingdon,Hillingdon,23/05/2014,Conversion
Lewisham,Lewisham,07/05/2014,Conversion
Camden,Camden,29/10/2014,Conversion
Camden,Camden,06/02/2014,Conversion
Hackney,Hackney,14/11/2014,New Build
Hillingdon,Hillingdon,07/05/2014,New Build
Redbridge,Redbridge,11/09/2014,New Build
Brent,Brent,07/02/2014,Conversion
Wandsworth,Wandsworth,31/03/2014,Conversion
Havering,Havering,31/07/2014,New Build
Hackney,Hackney,17/04/2014,Conversion
Wandsworth,Wandsworth,31/03/2014,Conversion
Lewisham,Lewisham,02/05/2014,Conversion
Havering,Havering,25/03/2014,New Build
Havering,Havering,16/04/2014,New Build
Camden,Camden,23/06/2014,New Build
Lewisham,Lewisham,29/05/2014,Conversion
Camden,Camden,19/02/2014,New Build
Camden,Camden,04/09/2014,New Build
Hackney,Hackney,14/02/2014,Conversion
Camden,Camden,28/08/2014,Conversion
Brent,Brent,01/06/2014,Conversion
Brent,Brent,12/11/2014,Conversion
Merton,Merton,17/07/2014,Conversion
LLDC,Newham,15/08/2014,New Build
Hillingdon,Hillingdon,01/04/2014,New Build
Hillingdon,Hillingdon,01/08/2014,New Build
Tower Hamlets,Tower Hamlets,08/09/2014,New Build
Brent,Brent,15/09/2014,Conversion
Wandsworth,Wandsworth,31/01/2014,Conversion
Camden,Camden,07/07/2014,New Build
Redbridge,Redbridge,03/03/2014,New Build
Lewisham,Lewisham,22/12/2014,Conversion
Hillingdon,Hillingdon,10/02/2014,New Build
OPDC,Ealing,10/12/2014,New Build
Hackney,Hackney,23/04/2014,New Build
Hillingdon,Hillingdon,03/04/2014,New Build
Lewisham,Lewisham,02/12/2014,Conversion
Havering,Havering,13/01/2014,New Build
Brent,Brent,21/06/2014,New Build
Lewisham,Lewisham,15/04/2014,New Build
Wandsworth,Wandsworth,04/12/2014,Conversion
Tower Hamlets,Tower Hamlets,07/02/2014,New Build
Brent,Brent,15/03/2014,Conversion
Brent,Brent,11/11/2014,New Build
Havering,Havering,19/11/2014,New Build
Brent,Brent,25/02/2014,New Build
Merton,Merton,31/07/2014,Conversion
Camden,Camden,18/02/2014,New Build
Camden,Camden,13/08/2014,Conversion
Hackney,Hackney,23/08/2014,New Build
Lewisham,Lewisham,17/07/2014,New Build
Brent,Brent,12/01/2014,New Build
Lewisham,Lewisham,22/07/2014,New Build
Merton,Merton,18/11/2014,Conversion
Camden,Camden,17/06/2014,New Build
Wandsworth,Wandsworth,31/03/2014,New Build
Wandsworth,Wandsworth,31/03/2014,New Build
Brent,Brent,11/06/2014,New Build
Camden,Camden,09/09/2014,New Build
Redbridge,Redbridge,03/01/2014,New Build
Brent,Brent,02/02/2014,Conversion
Merton,Merton,04/08/2014,Conversion
City of London,City of London,30/09/2014,New Build
Hackney,Hackney,05/11/2014,Conversion
Hillingdon,Hillingdon,01/10/2014,New Build
Tower Hamlets,Tower Hamlets,13/01/2014,New Build
City of London,City of London,31/03/2014,New Build
Camden,Camden,03/10/2014,New Build
Brent,Brent,20/03/2014,Conversion
Havering,Havering,14/08/2014,New Build
Hillingdon,Hillingdon,27/06/2014,New Build
Barnet,Barnet,25/05/2014,Conversion
Newham,Newham,15/12/2014,Conversion
Newham,Newham,13/03/2014,Conversion
Ealing,Ealing,28/03/2014,New Build
Sutton,Sutton,07/01/2014,New Build
Westminster,Westminster,01/09/2014,Conversion
Croydon,Croydon,30/08/2014,Conversion
Westminster,Westminster,31/03/2014,Conversion
Ealing,Ealing,16/01/2014,New Build
Kingston,Kingston upon Thames,08/04/2014,New Build
Ealing,Ealing,15/03/2014,Conversion
Ealing,Ealing,16/05/2014,New Build
Bromley,Bromley,10/07/2014,Conversion
Richmond,Richmond upon Thames,01/08/2014,New Build
Croydon,Croydon,30/08/2014,Conversion
Bromley,Bromley,25/03/2014,New Build
Lambeth,Lambeth,18/10/2014,Conversion
Ealing,Ealing,12/06/2014,New Build
Hammersmith & Fulham,Hammersmith and Fulham,01/04/2014,Conversion
Newham,Newham,01/12/2014,Conversion
Richmond,Richmond upon Thames,14/01/2014,Conversion
Richmond,Richmond upon Thames,01/11/2014,Conversion
Ealing,Ealing,03/05/2014,Conversion
Croydon,Croydon,31/03/2014,New Build
Hammersmith & Fulham,Hammersmith and Fulham,01/03/2014,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,01/08/2014,New Build
Barnet,Barnet,18/09/2014,Conversion
Richmond,Richmond upon Thames,31/07/2014,New Build
Hammersmith & Fulham,Hammersmith and Fulham,18/06/2014,Conversion
Richmond,Richmond upon Thames,13/02/2014,New Build
Sutton,Sutton,31/03/2014,New Build
Bexley,Bexley,01/08/2014,Conversion
Bromley,Bromley,19/11/2014,Conversion
Newham,Newham,08/08/2014,Conversion
Richmond,Richmond upon Thames,01/12/2014,Conversion
Lambeth,Lambeth,01/07/2014,New Build
Bromley,Bromley,11/06/2014,New Build
Bromley,Bromley,31/03/2014,New Build
Newham,Newham,03/11/2014,Conversion
Lambeth,Lambeth,03/11/2014,Conversion
Newham,Newham,07/04/2014,Conversion
Kingston,Kingston upon Thames,17/11/2014,New Build
Croydon,Croydon,30/09/2014,New Build
Barnet,Barnet,03/03/2014,Conversion
Southwark,Southwark,07/06/2014,New Build
Kingston,Kingston upon Thames,21/03/2014,New Build
Newham,Newham,03/11/2014,Conversion
Lambeth,Lambeth,01/04/2014,Conversion
Lambeth,Lambeth,19/12/2014,Conversion
Lambeth,Lambeth,01/08/2014,Conversion
Tower Hamlets,Tower Hamlets,20/01/2014,Conversion
Redbridge,Redbridge,18/06/2014,New Build
Hillingdon,Hillingdon,20/08/2014,New Build
Lewisham,Lewisham,08/05/2014,New Build
Lewisham,Lewisham,29/10/2014,New Build
Camden,Camden,21/08/2014,New Build
Wandsworth,Wandsworth,19/09/2014,New Build
Redbridge,Redbridge,20/03/2014,New Build
Brent,Brent,30/06/2014,Conversion
Havering,Havering,07/08/2014,New Build
Hackney,Hackney,08/04/2014,Conversion
Hackney,Hackney,01/02/2014,Conversion
Tower Hamlets,Tower Hamlets,23/05/2014,New Build
Brent,Brent,01/04/2014,Conversion
Hillingdon,Hillingdon,01/10/2014,New Build
Camden,Camden,01/06/2014,New Build
Hackney,Hackney,24/04/2014,Conversion
Hillingdon,Hillingdon,01/07/2014,New Build
Camden,Camden,14/01/2014,Conversion
Tower Hamlets,Tower Hamlets,24/09/2014,New Build
Wandsworth,Wandsworth,31/03/2014,Conversion
Havering,Havering,30/10/2014,New Build
Lewisham,Lewisham,11/12/2014,Conversion
Lewisham,Lewisham,17/07/2014,Conversion
Brent,Brent,19/11/2014,Conversion
Merton,Merton,14/06/2014,New Build
Hackney,Hackney,31/10/2014,Conversion
Lewisham,Lewisham,11/03/2014,Conversion
Hillingdon,Hillingdon,16/02/2014,New Build
Havering,Havering,07/01/2014,New Build
Wandsworth,Wandsworth,31/03/2014,Conversion
Camden,Camden,04/09/2014,New Build
Lewisham,Lewisham,03/10/2014,Conversion
Camden,Camden,21/04/2014,Conversion
Hillingdon,Hillingdon,01/08/2014,Conversion
Tower Hamlets,Tower Hamlets,15/08/2014,New Build
Hackney,Hackney,01/03/2014,New Build
Merton,Merton,10/11/2014,New Build
Camden,Camden,03/10/2014,Conversion
Brent,Brent,02/02/2014,New Build
City of London,City of London,31/03/2014,New Build
Camden,Camden,06/01/2014,Conversion
Tower Hamlets,Tower Hamlets,17/07/2014,New Build
Tower Hamlets,Tower Hamlets,28/11/2014,New Build
Hillingdon,Hillingdon,01/09/2014,New Build
Brent,Brent,31/12/2014,New Build
Brent,Brent,27/06/2014,Conversion
Havering,Havering,06/10/2014,New Build
Hillingdon,Hillingdon,20/08/2014,New Build
Hillingdon,Hillingdon,13/03/2014,New Build
Brent,Brent,01/10/2014,Conversion
Havering,Havering,07/08/2014,New Build
Brent,Brent,05/01/2014,New Build
Tower Hamlets,Tower Hamlets,05/11/2014,New Build
Camden,Camden,10/10/2014,Conversion
OPDC,Ealing,13/01/2014,Conversion
Brent,Brent,02/02/2014,Conversion
Havering,Havering,07/01/2014,New Build
Merton,Merton,25/07/2014,Conversion
Hackney,Hackney,01/02/2014,Conversion
OPDC,Ealing,28/05/2014,New Build
Hillingdon,Hillingdon,10/10/2014,New Build
Hackney,Hackney,04/11/2014,Conversion
Redbridge,Redbridge,06/08/2014,New Build
Lewisham,Lewisham,08/07/2014,Conversion
Lewisham,Lewisham,10/09/2014,New Build
Ealing,Ealing,20/01/2014,Minor dwellings
Tower Hamlets,Tower Hamlets,07/11/2014,New Build
Camden,Camden,31/01/2014,Conversion
Redbridge,Redbridge,21/07/2014,New Build
Hillingdon,Hillingdon,24/11/2014,New Build
Tower Hamlets,Tower Hamlets,14/02/2014,New Build
Brent,Brent,12/02/2014,New Build
Hillingdon,Hillingdon,20/06/2014,Conversion
Camden,Camden,02/04/2014,New Build
Lewisham,Lewisham,01/07/2014,New Build
Lewisham,Lewisham,20/05/2014,Conversion
Hillingdon,Hillingdon,23/05/2014,Conversion
Havering,Havering,14/11/2014,New Build
Wandsworth,Wandsworth,01/07/2014,Conversion
Richmond,Richmond upon Thames,30/11/2014,New Build
Ealing,Ealing,14/07/2014,New Build
Lambeth,Lambeth,04/12/2014,Conversion
Hackney,Hackney,06/08/2014,Conversion
Hackney,Hackney,01/05/2014,Conversion
City of London,City of London,31/03/2014,Conversion
Kingston,Kingston upon Thames,15/10/2014,New Build
Lewisham,Lewisham,12/09/2014,New Build
Newham,Newham,06/08/2014,Conversion
Newham,Newham,01/04/2014,Conversion
Newham,Newham,31/03/2014,Conversion
Newham,Newham,28/02/2014,Conversion
Merton,Merton,10/10/2014,New Build
Merton,Merton,30/05/2014,New Build
Merton,Merton,15/05/2014,New Build
Merton,Merton,15/07/2014,New Build
Merton,Merton,10/03/2014,New Build
Merton,Merton,10/07/2014,Conversion
Merton,Merton,28/07/2014,New Build
Merton,Merton,20/03/2014,Conversion
Merton,Merton,28/07/2014,Conversion
Merton,Merton,10/11/2014,New Build
Merton,Merton,01/03/2014,Conversion
Merton,Merton,20/03/2014,New Build
Merton,Merton,15/01/2014,Conversion
Merton,Merton,10/04/2014,New Build
Merton,Merton,10/04/2014,New Build
Merton,Merton,15/06/2014,Conversion
Merton,Merton,26/03/2014,New Build
Merton,Merton,10/05/2014,Conversion
Merton,Merton,15/07/2014,New Build
Merton,Merton,15/04/2014,New Build
Merton,Merton,29/07/2014,New Build
Merton,Merton,04/08/2014,New Build
Merton,Merton,10/10/2014,New Build
Merton,Merton,10/05/2014,New Build
Merton,Merton,10/03/2014,New Build
Bromley,Bromley,16/09/2014,New Build
Merton,Merton,10/07/2014,New Build
Merton,Merton,29/07/2014,New Build
Merton,Merton,31/07/2014,New Build
Merton,Merton,14/07/2014,New Build
Merton,Merton,10/04/2014,New Build
Merton,Merton,08/08/2014,New Build
Merton,Merton,30/07/2014,New Build
Merton,Merton,04/08/2014,Conversion
Merton,Merton,10/10/2014,New Build
Merton,Merton,10/04/2014,New Build
Merton,Merton,17/06/2014,Conversion
Merton,Merton,30/07/2014,Conversion
Merton,Merton,10/05/2014,New Build
Merton,Merton,15/04/2014,New Build
Merton,Merton,30/07/2014,New Build
Merton,Merton,30/03/2014,New Build
Merton,Merton,30/03/2014,New Build
Merton,Merton,25/03/2014,Conversion
Merton,Merton,01/04/2014,New Build
Merton,Merton,04/08/2014,Conversion
Bromley,Bromley,29/09/2014,New Build
Merton,Merton,20/03/2014,Conversion
Merton,Merton,15/06/2014,New Build
Merton,Merton,30/03/2014,New Build
Merton,Merton,01/05/2014,New Build
Merton,Merton,15/04/2014,Conversion
Merton,Merton,01/05/2014,New Build
Merton,Merton,30/05/2014,New Build
Merton,Merton,10/03/2014,New Build
Merton,Merton,04/08/2014,Conversion
Merton,Merton,15/07/2014,New Build
Merton,Merton,10/05/2014,New Build
Merton,Merton,01/07/2014,Conversion
Merton,Merton,17/06/2014,New Build
Merton,Merton,31/07/2014,New Build
Merton,Merton,10/06/2014,New Build
Merton,Merton,01/05/2014,New Build
Merton,Merton,10/07/2014,New Build
Merton,Merton,10/05/2014,New Build
Merton,Merton,20/12/2014,New Build
Merton,Merton,31/07/2014,New Build
Hackney,Hackney,15/11/2014,Major dwellings
Redbridge,Redbridge,11/03/2014,Conversion
Wandsworth,Wandsworth,12/02/2014,Conversion
Wandsworth,Wandsworth,03/10/2014,New Build
Lambeth,Lambeth,15/12/2014,Conversion
Wandsworth,Wandsworth,10/06/2014,New Build
Wandsworth,Wandsworth,31/03/2014,New Build
Kingston,Kingston upon Thames,11/03/2014,Conversion
Bromley,Bromley,08/08/2014,New Build
Lambeth,Lambeth,10/01/2014,Conversion
Tower Hamlets,Tower Hamlets,10/12/2014,New Build
Lewisham,Lewisham,15/12/2014,New Build
Lewisham,Lewisham,03/07/2014,Conversion
Lambeth,Lambeth,01/02/2014,Conversion
Wandsworth,Wandsworth,27/10/2014,Conversion
Westminster,Westminster,31/03/2014,New Build
Merton,Merton,20/05/2014,New Build
Wandsworth,Wandsworth,31/03/2014,Conversion
Sutton,Sutton,31/03/2014,Conversion
Lewisham,Lewisham,02/10/2014,Conversion
Ealing,Ealing,21/01/2014,Major dwellings
Ealing,Ealing,14/07/2014,Major dwellings
Newham,Newham,01/04/2014,Conversion
Newham,Newham,28/02/2014,Conversion
Newham,Newham,06/08/2014,Conversion
Newham,Newham,31/03/2014,Conversion
Sutton,Sutton,01/04/2014,New Build
Camden,Camden,02/04/2014,Conversion
Lewisham,Lewisham,18/12/2014,Conversion
Hackney,Hackney,09/04/2014,New Build
Wandsworth,Wandsworth,31/03/2014,New Build
Tower Hamlets,Tower Hamlets,11/04/2014,Conversion
Camden,Camden,25/09/2014,Conversion
Hillingdon,Hillingdon,07/02/2014,New Build
Wandsworth,Wandsworth,16/07/2014,Conversion
Havering,Havering,09/04/2014,New Build
Brent,Brent,17/05/2014,New Build
Havering,Havering,05/02/2014,New Build
Havering,Havering,16/12/2014,New Build
Lewisham,Lewisham,02/05/2014,Conversion
Hackney,Hackney,12/06/2014,Conversion
Hackney,Hackney,01/01/2014,Conversion
Brent,Brent,16/06/2014,New Build
City of London,City of London,30/09/2014,New Build
Camden,Camden,11/12/2014,Conversion
OPDC,Ealing,21/08/2014,New Build
Wandsworth,Wandsworth,31/03/2014,Conversion
Hillingdon,Hillingdon,16/04/2014,New Build
Hackney,Hackney,01/04/2014,Conversion
