lpa_name,borough,actual_completion_date,development_type
Enfield,Enfield,09/07/2012,Conversion
Kingston,Kingston upon Thames,19/12/2012,Conversion
Lambeth,Lambeth,01/01/2012,Conversion
Bromley,Bromley,01/04/2012,Conversion
Newham,Newham,26/04/2012,New Build
Lambeth,Lambeth,14/11/2012,Conversion
Bexley,Bexley,19/04/2012,New Build
Hammersmith & Fulham,Hammersmith and Fulham,09/02/2012,Conversion
Barnet,Barnet,29/10/2012,New Build
Southwark,Southwark,14/02/2012,Conversion
Lambeth,Lambeth,17/08/2012,Conversion
Southwark,Southwark,16/07/2012,Conversion
Enfield,Enfield,09/08/2012,New Build
Richmond,Richmond upon Thames,01/07/2012,Conversion
Southwark,Southwark,31/08/2012,New Build
Sutton,Sutton,01/10/2012,New Build
Enfield,Enfield,18/02/2012,New Build
Croydon,Croydon,31/03/2012,Conversion
Southwark,Southwark,26/09/2012,New Build
Richmond,Richmond upon Thames,10/12/2012,New Build
Barnet,Barnet,22/05/2012,New Build
Bexley,Bexley,24/02/2012,New Build
Bromley,Bromley,30/05/2012,New Build
Ealing,Ealing,01/08/2012,Conversion
Enfield,Enfield,01/12/2012,New Build
Camden,Camden,05/04/2012,New Build
Redbridge,Redbridge,08/10/2012,New Build
Wandsworth,Wandsworth,16/07/2012,Conversion
Hackney,Hackney,20/11/2012,Conversion
Havering,Havering,23/03/2012,New Build
Hillingdon,Hillingdon,09/02/2012,Conversion
Wandsworth,Wandsworth,31/03/2012,Conversion
Wandsworth,Wandsworth,06/11/2012,Conversion
Havering,Havering,16/03/2012,New Build
Havering,Havering,01/05/2012,New Build
Hackney,Hackney,01/01/2012,New Build
Wandsworth,Wandsworth,12/12/2012,Conversion
Lewisham,Lewisham,28/08/2012,New Build
Camden,Camden,12/12/2012,Conversion
Wandsworth,Wandsworth,04/05/2012,Conversion
Camden,Camden,01/05/2012,Conversion
Lewisham,Lewisham,01/02/2012,New Build
Tower Hamlets,Tower Hamlets,10/10/2012,Conversion
Wandsworth,Wandsworth,13/08/2012,New Build
Hackney,Hackney,17/10/2012,Conversion
Brent,Brent,30/03/2012,Conversion
Hackney,Hackney,01/12/2012,New Build
Brent,Brent,30/03/2012,New Build
Hillingdon,Hillingdon,05/08/2012,Conversion
Wandsworth,Wandsworth,31/03/2012,Conversion
Tower Hamlets,Tower Hamlets,06/07/2012,Conversion
Lewisham,Lewisham,20/03/2012,New Build
Havering,Havering,03/12/2012,New Build
Tower Hamlets,Tower Hamlets,18/10/2012,New Build
Camden,Camden,17/08/2012,Conversion
Tower Hamlets,Tower Hamlets,29/09/2012,New Build
Camden,Camden,11/10/2012,Conversion
Havering,Havering,21/11/2012,New Build
Lewisham,Lewisham,12/01/2012,Conversion
Lewisham,Lewisham,08/08/2012,New Build
Camden,Camden,20/04/2012,Conversion
Wandsworth,Wandsworth,06/11/2012,Conversion
Tower Hamlets,Tower Hamlets,27/07/2012,New Build
Tower Hamlets,Tower Hamlets,05/04/2012,New Build
Wandsworth,Wandsworth,29/05/2012,New Build
Brent,Brent,12/12/2012,New Build
Hackney,Hackney,06/12/2012,Conversion
Hillingdon,Hillingdon,11/04/2012,New Build
Lewisham,Lewisham,17/07/2012,New Build
Lewisham,Lewisham,19/08/2012,Conversion
Havering,Havering,10/10/2012,New Build
Wandsworth,Wandsworth,19/10/2012,Conversion
Tower Hamlets,Tower Hamlets,23/03/2012,New Build
Tower Hamlets,Tower Hamlets,11/10/2012,New Build
Havering,Havering,04/12/2012,New Build
Tower Hamlets,Tower Hamlets,05/09/2012,New Build
Camden,Camden,08/08/2012,New Build
Hackney,Hackney,03/03/2012,New Build
Hackney,Hackney,03/03/2012,New Build
Havering,Havering,24/01/2012,New Build
Brent,Brent,30/03/2012,Conversion
Redbridge,Redbridge,07/04/2012,Conversion
Hackney,Hackney,19/03/2012,Conversion
Havering,Havering,27/06/2012,New Build
Wandsworth,Wandsworth,31/03/2012,New Build
Redbridge,Redbridge,14/09/2012,Conversion
OPDC,Ealing,01/03/2012,New Build
Redbridge,Redbridge,03/05/2012,New Build
Tower Hamlets,Tower Hamlets,22/08/2012,New Build
Merton,Merton,22/11/2012,New Build
Hackney,Hackney,22/02/2012,New Build
Wandsworth,Wandsworth,13/09/2012,Conversion
Hillingdon,Hillingdon,27/07/2012,Conversion
Lewisham,Lewisham,20/06/2012,New Build
Brent,Brent,01/03/2012,Conversion
Tower Hamlets,Tower Hamlets,17/05/2012,New Build
Hackney,Hackney,03/03/2012,New Build
Brent,Brent,30/03/2012,Conversion
Camden,Camden,21/09/2012,Conversion
Havering,Havering,14/08/2012,Conversion
Redbridge,Redbridge,04/09/2012,Conversion
Wandsworth,Wandsworth,15/11/2012,Conversion
Camden,Camden,11/10/2012,Conversion
Havering,Havering,25/06/2012,New Build
Hillingdon,Hillingdon,17/05/2012,New Build
Hackney,Hackney,03/03/2012,New Build
Camden,Camden,01/04/2012,Conversion
Redbridge,Redbridge,11/06/2012,Conversion
Hackney,Hackney,01/12/2012,New Build
Lewisham,Lewisham,16/02/2012,Conversion
Camden,Camden,30/11/2012,Conversion
Hillingdon,Hillingdon,20/03/2012,New Build
Hackney,Hackney,01/05/2012,New Build
Merton,Merton,22/03/2012,New Build
Lewisham,Lewisham,30/03/2012,New Build
Hackney,Hackney,01/09/2012,New Build
Hackney,Hackney,02/10/2012,Conversion
Havering,Havering,19/11/2012,New Build
Lewisham,Lewisham,24/05/2012,Conversion
Hackney,Hackney,03/03/2012,Conversion
Camden,Camden,30/04/2012,Conversion
Hillingdon,Hillingdon,12/07/2012,New Build
Lewisham,Lewisham,15/02/2012,New Build
Camden,Camden,31/10/2012,New Build
Lewisham,Lewisham,24/10/2012,New Build
Tower Hamlets,Tower Hamlets,13/03/2012,Conversion
Wandsworth,Wandsworth,31/03/2012,Conversion
LLDC,Tower Hamlets,12/04/2012,New Build
LLDC,Hackney,02/07/2012,New Build
Hackney,Hackney,01/01/2012,New Build
Camden,Camden,16/03/2012,Conversion
Camden,Camden,29/08/2012,Conversion
Havering,Havering,23/05/2012,New Build
Hackney,Hackney,01/12/2012,Conversion
Havering,Havering,22/06/2012,New Build
Lewisham,Lewisham,30/03/2012,Conversion
Redbridge,Redbridge,19/11/2012,Conversion
Havering,Havering,01/05/2012,New Build
Hackney,Hackney,01/07/2012,Conversion
Wandsworth,Wandsworth,26/09/2012,New Build
Havering,Havering,09/03/2012,New Build
Hillingdon,Hillingdon,16/04/2012,New Build
Lewisham,Lewisham,14/06/2012,Conversion
Havering,Havering,10/07/2012,New Build
Brent,Brent,02/04/2012,New Build
Hackney,Hackney,06/06/2012,Conversion
Havering,Havering,20/12/2012,New Build
Brent,Brent,30/03/2012,Conversion
Wandsworth,Wandsworth,07/01/2012,Conversion
Lewisham,Lewisham,12/07/2012,New Build
Hackney,Hackney,02/02/2012,New Build
Wandsworth,Wandsworth,09/05/2012,Conversion
Redbridge,Redbridge,14/05/2012,Conversion
Wandsworth,Wandsworth,16/04/2012,Conversion
Camden,Camden,17/12/2012,New Build
Wandsworth,Wandsworth,22/11/2012,Conversion
Hackney,Hackney,15/10/2012,Conversion
Camden,Camden,05/11/2012,Conversion
Camden,Camden,01/02/2012,Conversion
Camden,Camden,15/08/2012,Conversion
Hackney,Hackney,05/05/2012,Conversion
Redbridge,Redbridge,20/11/2012,Conversion
Hackney,Hackney,07/07/2012,New Build
Lewisham,Lewisham,22/10/2012,Conversion
Hackney,Hackney,01/02/2012,Conversion
Camden,Camden,03/09/2012,New Build
Havering,Havering,23/03/2012,New Build
Lewisham,Lewisham,09/05/2012,Conversion
Brent,Brent,30/11/2012,New Build
Wandsworth,Wandsworth,10/12/2012,New Build
Hackney,Hackney,01/08/2012,Conversion
Hillingdon,Hillingdon,07/12/2012,Conversion
Camden,Camden,17/08/2012,New Build
Redbridge,Redbridge,31/03/2012,New Build
Hackney,Hackney,01/08/2012,New Build
Havering,Havering,25/06/2012,New Build
Lewisham,Lewisham,27/01/2012,New Build
Wandsworth,Wandsworth,01/02/2012,Conversion
Wandsworth,Wandsworth,15/02/2012,New Build
Tower Hamlets,Tower Hamlets,20/04/2012,New Build
Hackney,Hackney,01/08/2012,Conversion
Hillingdon,Hillingdon,12/06/2012,New Build
Camden,Camden,21/12/2012,New Build
City of London,City of London,30/09/2012,New Build
Havering,Havering,15/08/2012,New Build
Hillingdon,Hillingdon,08/08/2012,New Build
Havering,Havering,28/03/2012,New Build
Lewisham,Lewisham,11/06/2012,Conversion
Hillingdon,Hillingdon,01/08/2012,New Build
Havering,Havering,21/08/2012,New Build
Havering,Havering,19/11/2012,New Build
Hillingdon,Hillingdon,11/10/2012,New Build
Havering,Havering,29/10/2012,New Build
Wandsworth,Wandsworth,26/06/2012,Conversion
Tower Hamlets,Tower Hamlets,02/03/2012,New Build
Brent,Brent,30/01/2012,New Build
Havering,Havering,01/05/2012,New Build
Wandsworth,Wandsworth,29/11/2012,New Build
Brent,Brent,30/03/2012,Conversion
Hillingdon,Hillingdon,05/03/2012,New Build
Havering,Havering,10/09/2012,New Build
Redbridge,Redbridge,07/06/2012,Conversion
Camden,Camden,02/10/2012,Conversion
Tower Hamlets,Tower Hamlets,09/08/2012,Conversion
Brent,Brent,30/03/2012,New Build
Wandsworth,Wandsworth,16/04/2012,New Build
Wandsworth,Wandsworth,31/03/2012,New Build
Hackney,Hackney,08/08/2012,New Build
Camden,Camden,21/03/2012,New Build
Hackney,Hackney,13/11/2012,New Build
Hackney,Hackney,22/10/2012,Conversion
Hillingdon,Hillingdon,05/12/2012,New Build
Havering,Havering,10/01/2012,Conversion
Hackney,Hackney,01/08/2012,Conversion
Camden,Camden,04/05/2012,Conversion
Camden,Camden,21/02/2012,Conversion
Brent,Brent,15/03/2012,New Build
Tower Hamlets,Tower Hamlets,08/06/2012,New Build
Lewisham,Lewisham,05/12/2012,Conversion
Barnet,Barnet,30/01/2012,New Build
Richmond,Richmond upon Thames,28/02/2012,New Build
Westminster,Westminster,31/03/2012,Conversion
Sutton,Sutton,31/03/2012,New Build
Westminster,Westminster,31/03/2012,Conversion
Bromley,Bromley,04/12/2012,New Build
Westminster,Westminster,03/01/2012,Conversion
Westminster,Westminster,03/01/2012,Conversion
Kingston,Kingston upon Thames,01/02/2012,New Build
Lambeth,Lambeth,10/08/2012,Conversion
Bexley,Bexley,12/06/2012,Conversion
Southwark,Southwark,01/04/2012,New Build
Southwark,Southwark,19/03/2012,New Build
Enfield,Enfield,17/08/2012,New Build
Ealing,Ealing,01/08/2012,New Build
Croydon,Croydon,23/03/2012,Conversion
Croydon,Croydon,30/09/2012,Conversion
Southwark,Southwark,03/09/2012,New Build
Ealing,Ealing,12/11/2012,Conversion
Ealing,Ealing,23/07/2012,New Build
Ealing,Ealing,14/05/2012,New Build
Richmond,Richmond upon Thames,01/07/2012,New Build
Westminster,Westminster,31/03/2012,New Build
Newham,Newham,31/03/2012,New Build
Westminster,Westminster,31/03/2012,Conversion
Ealing,Ealing,19/01/2012,New Build
Barnet,Barnet,09/07/2012,New Build
Hammersmith & Fulham,Hammersmith and Fulham,18/05/2012,Conversion
Croydon,Croydon,30/09/2012,Conversion
Sutton,Sutton,31/03/2012,New Build
Ealing,Ealing,23/03/2012,New Build
Bromley,Bromley,27/02/2012,New Build
Barnet,Barnet,26/11/2012,New Build
Lambeth,Lambeth,20/09/2012,Conversion
Croydon,Croydon,24/09/2012,New Build
Lambeth,Lambeth,20/03/2012,New Build
Westminster,Westminster,31/03/2012,Conversion
Lambeth,Lambeth,31/01/2012,New Build
Barnet,Barnet,12/12/2012,New Build
Westminster,Westminster,07/12/2012,New Build
Westminster,Westminster,13/09/2012,Conversion
Southwark,Southwark,01/08/2012,Conversion
Enfield,Enfield,31/10/2012,New Build
Ealing,Ealing,28/09/2012,New Build
Bexley,Bexley,22/08/2012,New Build
Westminster,Westminster,31/03/2012,New Build
Lambeth,Lambeth,12/10/2012,Conversion
Barnet,Barnet,30/05/2012,New Build
Newham,Newham,15/02/2012,New Build
Barnet,Barnet,12/03/2012,Conversion
Ealing,Ealing,18/02/2012,Conversion
Lambeth,Lambeth,01/02/2012,New Build
Southwark,Southwark,29/10/2012,New Build
Croydon,Croydon,19/10/2012,Conversion
Lambeth,Lambeth,18/01/2012,Conversion
Croydon,Croydon,11/12/2012,New Build
Croydon,Croydon,30/06/2012,New Build
Westminster,Westminster,21/09/2012,New Build
Westminster,Westminster,30/11/2012,New Build
Hammersmith & Fulham,Hammersmith and Fulham,30/04/2012,Conversion
Newham,Newham,01/06/2012,Conversion
Barnet,Barnet,20/08/2012,New Build
Southwark,Southwark,31/03/2012,Conversion
Richmond,Richmond upon Thames,25/10/2012,New Build
Kingston,Kingston upon Thames,11/05/2012,New Build
Sutton,Sutton,01/12/2012,New Build
Sutton,Sutton,01/04/2012,New Build
Barnet,Barnet,21/10/2012,New Build
Hammersmith & Fulham,Hammersmith and Fulham,01/07/2012,New Build
Sutton,Sutton,02/09/2012,New Build
Newham,Newham,09/05/2012,Conversion
Southwark,Southwark,14/02/2012,Conversion
Lambeth,Lambeth,01/09/2012,New Build
Ealing,Ealing,19/06/2012,New Build
Newham,Newham,01/01/2012,New Build
Barnet,Barnet,18/05/2012,Conversion
Westminster,Westminster,31/07/2012,New Build
Sutton,Sutton,01/09/2012,New Build
Lambeth,Lambeth,26/11/2012,Conversion
Richmond,Richmond upon Thames,01/05/2012,Conversion
Lambeth,Lambeth,01/04/2012,New Build
Ealing,Ealing,22/03/2012,Conversion
Barnet,Barnet,27/02/2012,New Build
Lambeth,Lambeth,19/06/2012,Conversion
Newham,Newham,31/03/2012,New Build
Barnet,Barnet,24/02/2012,Conversion
Newham,Newham,24/02/2012,New Build
Lambeth,Lambeth,02/02/2012,Conversion
Sutton,Sutton,01/04/2012,New Build
Southwark,Southwark,30/09/2012,New Build
Ealing,Ealing,19/09/2012,Conversion
Barnet,Barnet,06/06/2012,New Build
Westminster,Westminster,31/03/2012,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,28/08/2012,Conversion
Ealing,Ealing,10/04/2012,Conversion
Newham,Newham,22/03/2012,New Build
Barnet,Barnet,08/03/2012,New Build
Lambeth,Lambeth,01/03/2012,New Build
Croydon,Croydon,06/03/2012,Conversion
Westminster,Westminster,31/03/2012,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,16/05/2012,Conversion
Barnet,Barnet,20/06/2012,New Build
Enfield,Enfield,11/06/2012,Conversion
Ealing,Ealing,08/08/2012,Conversion
Westminster,Westminster,27/03/2012,Conversion
Southwark,Southwark,30/09/2012,Conversion
Ealing,Ealing,30/03/2012,Conversion
Ealing,Ealing,19/11/2012,New Build
Kingston,Kingston upon Thames,03/08/2012,New Build
Bromley,Bromley,14/03/2012,New Build
Sutton,Sutton,30/11/2012,New Build
Ealing,Ealing,17/02/2012,Conversion
Southwark,Southwark,31/03/2012,New Build
Croydon,Croydon,30/06/2012,Conversion
Ealing,Ealing,30/09/2012,New Build
Southwark,Southwark,04/05/2012,New Build
Kingston,Kingston upon Thames,04/09/2012,New Build
Ealing,Ealing,09/03/2012,New Build
Ealing,Ealing,17/03/2012,New Build
Barnet,Barnet,03/07/2012,New Build
Sutton,Sutton,31/03/2012,New Build
Bexley,Bexley,27/03/2012,New Build
Richmond,Richmond upon Thames,23/10/2012,Conversion
Ealing,Ealing,05/09/2012,New Build
Hammersmith & Fulham,Hammersmith and Fulham,19/06/2012,Conversion
Southwark,Southwark,31/08/2012,New Build
Bexley,Bexley,22/08/2012,New Build
Bexley,Bexley,20/02/2012,New Build
Lambeth,Lambeth,05/01/2012,Conversion
Southwark,Southwark,01/04/2012,New Build
Bromley,Bromley,06/02/2012,New Build
Lambeth,Lambeth,09/07/2012,Conversion
Kingston,Kingston upon Thames,03/07/2012,New Build
Croydon,Croydon,01/10/2012,New Build
Lambeth,Lambeth,04/01/2012,Conversion
Barnet,Barnet,13/02/2012,New Build
Ealing,Ealing,15/02/2012,New Build
Southwark,Southwark,20/03/2012,New Build
Ealing,Ealing,01/04/2012,New Build
Bexley,Bexley,24/08/2012,Conversion
Bexley,Bexley,22/11/2012,Conversion
Kingston,Kingston upon Thames,10/11/2012,Conversion
Barnet,Barnet,01/03/2012,Conversion
Kingston,Kingston upon Thames,17/10/2012,New Build
Richmond,Richmond upon Thames,19/12/2012,New Build
Newham,Newham,09/10/2012,Conversion
Ealing,Ealing,15/08/2012,Conversion
Barnet,Barnet,12/03/2012,Conversion
Barnet,Barnet,13/11/2012,Conversion
Barnet,Barnet,04/12/2012,Conversion
Enfield,Enfield,07/06/2012,Conversion
