lpa_name,borough,actual_completion_date,development_type
Kingston,Kingston upon Thames,24/02/2011,New Build
Newham,Newham,02/06/2011,New Build
Bromley,Bromley,31/08/2011,New Build
Bromley,Bromley,04/03/2011,New Build
Hammersmith & Fulham,Hammersmith and Fulham,31/03/2011,New Build
Richmond,Richmond upon Thames,07/11/2011,New Build
Croydon,Croydon,31/12/2011,New Build
Ealing,Ealing,15/09/2011,New Build
Lambeth,Lambeth,01/07/2011,Conversion
Southwark,Southwark,13/06/2011,Conversion
Sutton,Sutton,10/11/2011,Conversion
Ealing,Ealing,29/11/2011,New Build
Bromley,Bromley,10/01/2011,New Build
Croydon,Croydon,30/06/2011,Conversion
Richmond,Richmond upon Thames,02/11/2011,Conversion
Ealing,Ealing,21/11/2011,New Build
Bexley,Bexley,17/08/2011,New Build
Barnet,Barnet,09/01/2011,Conversion
Barnet,Barnet,24/08/2011,New Build
Bromley,Bromley,20/10/2011,Conversion
Croydon,Croydon,19/07/2011,Conversion
Southwark,Southwark,01/04/2011,New Build
Bromley,Bromley,06/06/2011,New Build
Croydon,Croydon,12/01/2011,Conversion
Barnet,Barnet,05/10/2011,New Build
Newham,Newham,09/08/2011,Conversion
Bromley,Bromley,30/03/2011,New Build
Kingston,Kingston upon Thames,23/08/2011,Conversion
Bexley,Bexley,01/07/2011,New Build
Lambeth,Lambeth,20/12/2011,Conversion
Newham,Newham,04/10/2011,Conversion
Barnet,Barnet,14/05/2011,Conversion
Croydon,Croydon,31/03/2011,New Build
Lambeth,Lambeth,24/11/2011,Conversion
Westminster,Westminster,01/02/2011,Conversion
Ealing,Ealing,03/11/2011,New Build
Enfield,Enfield,17/03/2011,Conversion
Barnet,Barnet,02/12/2011,Conversion
Enfield,Enfield,11/05/2011,New Build
Barnet,Barnet,11/03/2011,Conversion
Lambeth,Lambeth,22/11/2011,Conversion
Barnet,Barnet,07/03/2011,Conversion
Barnet,Barnet,01/11/2011,New Build
Newham,Newham,17/11/2011,Conversion
Barnet,Barnet,18/05/2011,Conversion
Ealing,Ealing,13/08/2011,Conversion
Sutton,Sutton,01/04/2011,New Build
Richmond,Richmond upon Thames,30/01/2011,New Build
Sutton,Sutton,01/09/2011,New Build
Bromley,Bromley,06/04/2011,New Build
Kingston,Kingston upon Thames,20/04/2011,Conversion
Newham,Newham,05/05/2011,New Build
Hammersmith & Fulham,Hammersmith and Fulham,01/09/2011,Conversion
Lambeth,Lambeth,14/07/2011,Conversion
Sutton,Sutton,31/08/2011,New Build
Hammersmith & Fulham,Hammersmith and Fulham,31/03/2011,New Build
Barnet,Barnet,07/12/2011,New Build
Southwark,Southwark,15/06/2011,Conversion
Barnet,Barnet,08/12/2011,New Build
Kingston,Kingston upon Thames,18/05/2011,Conversion
Richmond,Richmond upon Thames,04/07/2011,Conversion
Sutton,Sutton,01/09/2011,New Build
Southwark,Southwark,30/06/2011,New Build
Croydon,Croydon,12/05/2011,New Build
Ealing,Ealing,03/06/2011,Conversion
Richmond,Richmond upon Thames,15/06/2011,Conversion
Newham,Newham,01/03/2011,New Build
Enfield,Enfield,23/04/2011,Conversion
Newham,Newham,05/01/2011,Conversion
Bromley,Bromley,17/08/2011,New Build
Barnet,Barnet,24/05/2011,New Build
Brent,Brent,01/07/2011,Conversion
Tower Hamlets,Tower Hamlets,10/09/2011,New Build
Camden,Camden,01/02/2011,Conversion
Wandsworth,Wandsworth,04/05/2011,Conversion
Wandsworth,Wandsworth,31/03/2011,Conversion
Hackney,Hackney,11/11/2011,Conversion
Redbridge,Redbridge,01/04/2011,New Build
Wandsworth,Wandsworth,31/03/2011,New Build
Wandsworth,Wandsworth,17/01/2011,New Build
Redbridge,Redbridge,12/09/2011,New Build
Hillingdon,Hillingdon,24/03/2011,Conversion
Tower Hamlets,Tower Hamlets,11/04/2011,New Build
Hackney,Hackney,27/09/2011,Conversion
Hackney,Hackney,16/11/2011,Conversion
Hackney,Hackney,14/06/2011,Conversion
Camden,Camden,14/12/2011,Conversion
Wandsworth,Wandsworth,25/07/2011,Conversion
Hillingdon,Hillingdon,10/08/2011,New Build
Havering,Havering,06/10/2011,New Build
Redbridge,Redbridge,18/01/2011,New Build
Wandsworth,Wandsworth,22/07/2011,New Build
Havering,Havering,05/04/2011,New Build
Havering,Havering,15/06/2011,New Build
LLDC,Newham,01/03/2011,New Build
Hackney,Hackney,19/04/2011,Conversion
Tower Hamlets,Tower Hamlets,07/03/2011,New Build
Tower Hamlets,Tower Hamlets,02/09/2011,New Build
Wandsworth,Wandsworth,26/09/2011,Conversion
Tower Hamlets,Tower Hamlets,01/03/2011,Conversion
Hackney,Hackney,05/05/2011,Conversion
Tower Hamlets,Tower Hamlets,04/08/2011,New Build
Lewisham,Lewisham,07/07/2011,Conversion
Lewisham,Lewisham,07/07/2011,Conversion
Redbridge,Redbridge,14/09/2011,New Build
Brent,Brent,19/12/2011,New Build
Wandsworth,Wandsworth,01/08/2011,Conversion
Hackney,Hackney,11/11/2011,New Build
Hackney,Hackney,21/10/2011,Conversion
Tower Hamlets,Tower Hamlets,28/02/2011,New Build
Brent,Brent,27/01/2011,New Build
Lewisham,Lewisham,24/05/2011,Conversion
Lewisham,Lewisham,17/11/2011,Conversion
Brent,Brent,15/01/2011,New Build
Havering,Havering,03/05/2011,New Build
Redbridge,Redbridge,12/09/2011,Conversion
Tower Hamlets,Tower Hamlets,26/01/2011,New Build
Hillingdon,Hillingdon,31/03/2011,Conversion
Hackney,Hackney,26/01/2011,Conversion
Brent,Brent,19/05/2011,Conversion
Havering,Havering,05/04/2011,New Build
Tower Hamlets,Tower Hamlets,03/11/2011,New Build
Hackney,Hackney,01/05/2011,Conversion
Redbridge,Redbridge,15/06/2011,New Build
Tower Hamlets,Tower Hamlets,26/10/2011,Conversion
Hackney,Hackney,02/09/2011,New Build
Tower Hamlets,Tower Hamlets,23/08/2011,New Build
Hillingdon,Hillingdon,31/03/2011,Conversion
Redbridge,Redbridge,12/09/2011,New Build
Redbridge,Redbridge,13/05/2011,New Build
Camden,Camden,22/11/2011,New Build
Hillingdon,Hillingdon,24/05/2011,New Build
Camden,Camden,14/01/2011,Conversion
Wandsworth,Wandsworth,31/03/2011,Conversion
Havering,Havering,03/03/2011,New Build
Wandsworth,Wandsworth,05/05/2011,New Build
Hackney,Hackney,01/01/2011,Conversion
Camden,Camden,04/11/2011,New Build
Brent,Brent,14/04/2011,Conversion
Wandsworth,Wandsworth,04/11/2011,New Build
Brent,Brent,06/03/2011,New Build
Wandsworth,Wandsworth,19/04/2011,Conversion
Hackney,Hackney,11/11/2011,New Build
Camden,Camden,09/03/2011,New Build
Havering,Havering,25/03/2011,New Build
Lewisham,Lewisham,02/03/2011,New Build
Hackney,Hackney,01/12/2011,Conversion
Hillingdon,Hillingdon,13/12/2011,New Build
Wandsworth,Wandsworth,28/01/2011,Conversion
Redbridge,Redbridge,12/09/2011,New Build
Tower Hamlets,Tower Hamlets,27/09/2011,Conversion
Hackney,Hackney,20/02/2011,New Build
Hillingdon,Hillingdon,12/09/2011,Conversion
Hillingdon,Hillingdon,19/07/2011,Conversion
Hackney,Hackney,01/09/2011,New Build
Merton,Merton,22/03/2011,New Build
Wandsworth,Wandsworth,12/07/2011,Conversion
Camden,Camden,26/01/2011,New Build
Brent,Brent,05/06/2011,New Build
Hackney,Hackney,01/06/2011,Conversion
Hackney,Hackney,27/06/2011,Conversion
Hillingdon,Hillingdon,08/08/2011,New Build
Hillingdon,Hillingdon,04/02/2011,New Build
Tower Hamlets,Tower Hamlets,24/06/2011,Conversion
Camden,Camden,17/11/2011,Conversion
Wandsworth,Wandsworth,08/11/2011,Conversion
Redbridge,Redbridge,18/06/2011,Conversion
Redbridge,Redbridge,14/09/2011,Conversion
LLDC,Hackney,01/07/2011,New Build
Havering,Havering,18/04/2011,New Build
Wandsworth,Wandsworth,16/11/2011,Conversion
Redbridge,Redbridge,12/09/2011,New Build
Hackney,Hackney,01/08/2011,Conversion
Wandsworth,Wandsworth,05/08/2011,Conversion
Brent,Brent,03/03/2011,New Build
Hackney,Hackney,22/03/2011,Conversion
Wandsworth,Wandsworth,18/02/2011,Conversion
Hackney,Hackney,28/03/2011,New Build
Brent,Brent,01/03/2011,New Build
Hackney,Hackney,01/09/2011,Conversion
Wandsworth,Wandsworth,23/11/2011,Conversion
Tower Hamlets,Tower Hamlets,22/08/2011,New Build
Wandsworth,Wandsworth,25/05/2011,New Build
Lewisham,Lewisham,01/04/2011,New Build
Havering,Havering,02/12/2011,New Build
Lewisham,Lewisham,14/12/2011,Conversion
Wandsworth,Wandsworth,31/12/2011,Conversion
Redbridge,Redbridge,01/12/2011,New Build
Hackney,Hackney,10/10/2011,New Build
Lewisham,Lewisham,17/05/2011,Conversion
Wandsworth,Wandsworth,18/11/2011,New Build
OPDC,Ealing,22/03/2011,Conversion
LLDC,Newham,13/09/2011,New Build
Wandsworth,Wandsworth,26/05/2011,Conversion
Hillingdon,Hillingdon,28/07/2011,New Build
Camden,Camden,14/04/2011,New Build
Tower Hamlets,Tower Hamlets,08/11/2011,Conversion
Tower Hamlets,Tower Hamlets,19/05/2011,Conversion
Wandsworth,Wandsworth,30/11/2011,New Build
Hackney,Hackney,30/03/2011,Conversion
Lewisham,Lewisham,07/01/2011,Conversion
Redbridge,Redbridge,12/09/2011,New Build
Camden,Camden,05/09/2011,Conversion
Wandsworth,Wandsworth,27/04/2011,Conversion
Wandsworth,Wandsworth,13/10/2011,New Build
Hillingdon,Hillingdon,05/04/2011,New Build
Hackney,Hackney,03/03/2011,Conversion
Wandsworth,Wandsworth,31/03/2011,Conversion
Havering,Havering,26/05/2011,New Build
Brent,Brent,01/11/2011,Conversion
Tower Hamlets,Tower Hamlets,26/01/2011,New Build
Hackney,Hackney,07/07/2011,New Build
Redbridge,Redbridge,13/09/2011,New Build
Camden,Camden,29/09/2011,Conversion
Hackney,Hackney,11/11/2011,Conversion
Camden,Camden,28/11/2011,Conversion
Hackney,Hackney,01/04/2011,Conversion
Wandsworth,Wandsworth,28/03/2011,Conversion
Tower Hamlets,Tower Hamlets,19/07/2011,New Build
LLDC,Newham,13/08/2011,New Build
Tower Hamlets,Tower Hamlets,07/11/2011,New Build
Hackney,Hackney,31/07/2011,New Build
Hillingdon,Hillingdon,27/07/2011,Conversion
Hackney,Hackney,02/02/2011,Conversion
Tower Hamlets,Tower Hamlets,17/11/2011,New Build
Tower Hamlets,Tower Hamlets,08/04/2011,New Build
Wandsworth,Wandsworth,26/09/2011,New Build
Redbridge,Redbridge,13/09/2011,Conversion
Hackney,Hackney,05/04/2011,Conversion
Lewisham,Lewisham,18/10/2011,Conversion
Wandsworth,Wandsworth,29/06/2011,Conversion
Tower Hamlets,Tower Hamlets,10/11/2011,New Build
Camden,Camden,16/02/2011,Conversion
Redbridge,Redbridge,28/02/2011,New Build
Hillingdon,Hillingdon,28/07/2011,New Build
Redbridge,Redbridge,04/10/2011,New Build
Hackney,Hackney,01/12/2011,New Build
Tower Hamlets,Tower Hamlets,10/05/2011,Conversion
Hackney,Hackney,20/07/2011,Conversion
Wandsworth,Wandsworth,19/10/2011,Conversion
Wandsworth,Wandsworth,12/12/2011,New Build
Redbridge,Redbridge,10/01/2011,New Build
Lewisham,Lewisham,01/07/2011,Conversion
Brent,Brent,30/05/2011,New Build
Redbridge,Redbridge,12/09/2011,Conversion
Havering,Havering,23/06/2011,New Build
Hackney,Hackney,21/03/2011,Conversion
Hackney,Hackney,20/06/2011,Conversion
Hackney,Hackney,01/07/2011,Conversion
Hillingdon,Hillingdon,31/03/2011,Conversion
Redbridge,Redbridge,06/04/2011,Conversion
Redbridge,Redbridge,12/12/2011,New Build
Hillingdon,Hillingdon,28/09/2011,New Build
Camden,Camden,01/04/2011,New Build
Tower Hamlets,Tower Hamlets,01/06/2011,Conversion
Camden,Camden,14/10/2011,New Build
Redbridge,Redbridge,12/09/2011,New Build
LLDC,Newham,13/09/2011,New Build
Redbridge,Redbridge,17/01/2011,New Build
Wandsworth,Wandsworth,04/01/2011,Conversion
Lewisham,Lewisham,27/10/2011,Conversion
Wandsworth,Wandsworth,31/12/2011,Conversion
Redbridge,Redbridge,14/09/2011,New Build
Wandsworth,Wandsworth,28/02/2011,Conversion
Redbridge,Redbridge,12/09/2011,Conversion
Hackney,Hackney,01/10/2011,Conversion
Tower Hamlets,Tower Hamlets,14/01/2011,New Build
Hackney,Hackney,01/04/2011,New Build
Lewisham,Lewisham,12/01/2011,New Build
Lewisham,Lewisham,27/05/2011,Conversion
Havering,Havering,28/09/2011,New Build
Hackney,Hackney,01/03/2011,Conversion
Hillingdon,Hillingdon,08/08/2011,New Build
Hackney,Hackney,31/07/2011,New Build
Redbridge,Redbridge,25/05/2011,Conversion
Havering,Havering,11/03/2011,New Build
Hillingdon,Hillingdon,31/07/2011,New Build
Havering,Havering,14/04/2011,New Build
Hillingdon,Hillingdon,31/03/2011,Conversion
Wandsworth,Wandsworth,31/12/2011,Conversion
Lewisham,Lewisham,07/07/2011,Conversion
Havering,Havering,28/02/2011,New Build
Camden,Camden,02/03/2011,Conversion
Wandsworth,Wandsworth,01/04/2011,New Build
Hackney,Hackney,01/10/2011,Conversion
Wandsworth,Wandsworth,31/03/2011,Conversion
Brent,Brent,07/07/2011,Conversion
Camden,Camden,07/09/2011,New Build
Camden,Camden,07/12/2011,Conversion
Brent,Brent,28/03/2011,New Build
Brent,Brent,14/03/2011,New Build
Redbridge,Redbridge,07/09/2011,New Build
Hackney,Hackney,05/06/2011,New Build
LLDC,Newham,13/09/2011,New Build
Hackney,Hackney,01/02/2011,New Build
LLDC,Hackney,19/07/2011,New Build
Hackney,Hackney,25/08/2011,New Build
Brent,Brent,30/03/2011,New Build
Hillingdon,Hillingdon,23/09/2011,New Build
Wandsworth,Wandsworth,03/10/2011,Conversion
Hillingdon,Hillingdon,07/11/2011,New Build
Tower Hamlets,Tower Hamlets,05/08/2011,Conversion
Lewisham,Lewisham,29/11/2011,Conversion
Camden,Camden,21/09/2011,Conversion
Havering,Havering,10/06/2011,New Build
Camden,Camden,16/05/2011,Conversion
Lewisham,Lewisham,10/08/2011,New Build
Wandsworth,Wandsworth,26/10/2011,Conversion
Redbridge,Redbridge,12/09/2011,New Build
Wandsworth,Wandsworth,06/10/2011,Conversion
Lewisham,Lewisham,18/08/2011,Conversion
Tower Hamlets,Tower Hamlets,07/04/2011,New Build
Hackney,Hackney,01/10/2011,Conversion
Camden,Camden,31/05/2011,New Build
Redbridge,Redbridge,14/10/2011,Conversion
Tower Hamlets,Tower Hamlets,20/05/2011,Conversion
Camden,Camden,04/08/2011,Conversion
Tower Hamlets,Tower Hamlets,10/10/2011,Conversion
Hillingdon,Hillingdon,18/05/2011,New Build
Lewisham,Lewisham,25/08/2011,New Build
Redbridge,Redbridge,03/10/2011,Conversion
Lewisham,Lewisham,01/09/2011,New Build
Wandsworth,Wandsworth,15/02/2011,Conversion
Hillingdon,Hillingdon,31/03/2011,New Build
Havering,Havering,18/04/2011,New Build
Camden,Camden,18/10/2011,Conversion
Lewisham,Lewisham,06/10/2011,New Build
Havering,Havering,03/03/2011,New Build
Camden,Camden,30/11/2011,Conversion
Hackney,Hackney,23/03/2011,New Build
Hackney,Hackney,04/04/2011,Conversion
LLDC,Newham,13/09/2011,New Build
Hackney,Hackney,01/06/2011,Conversion
Southwark,Southwark,04/04/2011,New Build
Enfield,Enfield,11/10/2011,New Build
Bexley,Bexley,18/08/2011,New Build
Southwark,Southwark,24/05/2011,New Build
Sutton,Sutton,01/05/2011,Conversion
Barnet,Barnet,21/12/2011,New Build
Richmond,Richmond upon Thames,16/12/2011,New Build
Westminster,Westminster,31/03/2011,Conversion
Kingston,Kingston upon Thames,18/04/2011,New Build
Richmond,Richmond upon Thames,30/06/2011,New Build
Enfield,Enfield,31/01/2011,Conversion
Croydon,Croydon,31/03/2011,Conversion
Enfield,Enfield,01/02/2011,Conversion
Lambeth,Lambeth,27/05/2011,Conversion
Bromley,Bromley,08/12/2011,New Build
Westminster,Westminster,01/02/2011,New Build
Croydon,Croydon,31/03/2011,Conversion
Richmond,Richmond upon Thames,07/01/2011,New Build
Enfield,Enfield,29/07/2011,New Build
Richmond,Richmond upon Thames,11/08/2011,New Build
Bexley,Bexley,17/08/2011,New Build
Barnet,Barnet,15/07/2011,New Build
Sutton,Sutton,01/08/2011,New Build
Bromley,Bromley,07/09/2011,New Build
Bexley,Bexley,01/01/2011,Conversion
Barnet,Barnet,25/06/2011,New Build
Lambeth,Lambeth,07/06/2011,New Build
Lambeth,Lambeth,25/04/2011,Conversion
Westminster,Westminster,31/03/2011,New Build
Bexley,Bexley,18/08/2011,Conversion
Sutton,Sutton,01/09/2011,Conversion
Richmond,Richmond upon Thames,31/08/2011,New Build
Barnet,Barnet,21/11/2011,Conversion
Sutton,Sutton,01/01/2011,New Build
Enfield,Enfield,16/01/2011,Conversion
Lambeth,Lambeth,11/04/2011,Conversion
Ealing,Ealing,20/10/2011,Conversion
Kingston,Kingston upon Thames,21/09/2011,New Build
Enfield,Enfield,12/08/2011,New Build
Newham,Newham,04/07/2011,New Build
Sutton,Sutton,01/12/2011,New Build
Sutton,Sutton,01/08/2011,New Build
Bromley,Bromley,10/02/2011,New Build
Sutton,Sutton,01/04/2011,New Build
Ealing,Ealing,01/06/2011,New Build
Hammersmith & Fulham,Hammersmith and Fulham,31/03/2011,Conversion
Ealing,Ealing,01/12/2011,Conversion
Lambeth,Lambeth,06/12/2011,New Build
Croydon,Croydon,31/07/2011,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,04/01/2011,Conversion
Croydon,Croydon,17/09/2011,Conversion
Newham,Newham,23/03/2011,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,17/10/2011,Conversion
Croydon,Croydon,05/05/2011,New Build
Newham,Newham,08/02/2011,New Build
Croydon,Croydon,14/04/2011,New Build
Newham,Newham,14/10/2011,Conversion
Kingston,Kingston upon Thames,09/09/2011,New Build
Newham,Newham,01/03/2011,Conversion
Westminster,Westminster,18/11/2011,Conversion
Bromley,Bromley,21/01/2011,New Build
Lambeth,Lambeth,07/10/2011,New Build
Westminster,Westminster,31/03/2011,Conversion
Sutton,Sutton,01/04/2011,New Build
Brent,Brent,09/02/2011,New Build
Camden,Camden,10/05/2011,Conversion
Lewisham,Lewisham,17/10/2011,Conversion
Wandsworth,Wandsworth,28/03/2011,Conversion
Lewisham,Lewisham,18/05/2011,Conversion
Havering,Havering,01/12/2011,New Build
Hackney,Hackney,01/07/2011,Conversion
Hackney,Hackney,24/05/2011,Conversion
Tower Hamlets,Tower Hamlets,15/08/2011,New Build
Hillingdon,Hillingdon,31/03/2011,New Build
Hillingdon,Hillingdon,25/04/2011,New Build
Hackney,Hackney,26/07/2011,New Build
Wandsworth,Wandsworth,23/05/2011,New Build
Wandsworth,Wandsworth,15/11/2011,Conversion
Hackney,Hackney,08/08/2011,New Build
Hackney,Hackney,01/06/2011,New Build
Camden,Camden,01/02/2011,New Build
Lewisham,Lewisham,10/02/2011,Conversion
Merton,Merton,20/07/2011,New Build
Hillingdon,Hillingdon,06/07/2011,New Build
Tower Hamlets,Tower Hamlets,28/02/2011,Conversion
Redbridge,Redbridge,12/09/2011,Conversion
Redbridge,Redbridge,12/09/2011,Conversion
Redbridge,Redbridge,04/05/2011,New Build
Hackney,Hackney,01/02/2011,New Build
Hackney,Hackney,20/02/2011,Conversion
Tower Hamlets,Tower Hamlets,18/05/2011,New Build
Redbridge,Redbridge,28/11/2011,New Build
Hackney,Hackney,16/08/2011,Conversion
Camden,Camden,31/03/2011,New Build
Camden,Camden,31/10/2011,Conversion
Redbridge,Redbridge,08/09/2011,Conversion
Hackney,Hackney,06/06/2011,Conversion
Lewisham,Lewisham,22/11/2011,New Build
Lewisham,Lewisham,16/03/2011,Conversion
Hillingdon,Hillingdon,31/03/2011,New Build
Brent,Brent,21/02/2011,New Build
Redbridge,Redbridge,13/09/2011,New Build
LLDC,Newham,31/03/2011,New Build
Lewisham,Lewisham,10/08/2011,New Build
Hillingdon,Hillingdon,03/08/2011,Conversion
Brent,Brent,29/07/2011,New Build
Hillingdon,Hillingdon,12/01/2011,New Build
Brent,Brent,15/03/2011,Conversion
Redbridge,Redbridge,12/09/2011,Conversion
Hackney,Hackney,24/05/2011,Conversion
Hillingdon,Hillingdon,06/07/2011,New Build
Camden,Camden,19/09/2011,New Build
Camden,Camden,06/04/2011,Conversion
Wandsworth,Wandsworth,05/09/2011,Conversion
Hackney,Hackney,10/01/2011,Conversion
Wandsworth,Wandsworth,22/03/2011,Conversion
Tower Hamlets,Tower Hamlets,19/11/2011,Conversion
Hackney,Hackney,29/03/2011,Conversion
Camden,Camden,16/11/2011,New Build
Camden,Camden,26/09/2011,Conversion
Tower Hamlets,Tower Hamlets,09/02/2011,New Build
Wandsworth,Wandsworth,27/04/2011,New Build
LLDC,Waltham Forest,31/03/2011,New Build
Camden,Camden,15/02/2011,Conversion
LLDC,Newham,13/09/2011,New Build
Redbridge,Redbridge,21/10/2011,Conversion
Hillingdon,Hillingdon,15/04/2011,New Build
Hillingdon,Hillingdon,10/11/2011,Conversion
Hackney,Hackney,05/05/2011,New Build
LLDC,Newham,13/09/2011,New Build
Hackney,Hackney,01/11/2011,New Build
Hillingdon,Hillingdon,13/04/2011,New Build
Wandsworth,Wandsworth,28/10/2011,Conversion
Redbridge,Redbridge,12/09/2011,Conversion
Hackney,Hackney,16/10/2011,Conversion
Redbridge,Redbridge,13/09/2011,Conversion
Havering,Havering,25/11/2011,New Build
Bromley,Bromley,12/08/2011,Conversion
Ealing,Ealing,01/02/2011,New Build
Ealing,Ealing,28/03/2011,New Build
Croydon,Croydon,01/05/2011,New Build
Camden,Camden,21/01/2011,Conversion
Hackney,Hackney,15/06/2011,Conversion
Hillingdon,Hillingdon,10/02/2011,Conversion
Wandsworth,Wandsworth,09/06/2011,Conversion
Newham,Newham,15/11/2011,New Build
Merton,Merton,05/04/2011,New Build
Merton,Merton,23/03/2011,Conversion
Merton,Merton,20/03/2011,New Build
Merton,Merton,22/03/2011,Conversion
Merton,Merton,05/04/2011,Conversion
Merton,Merton,25/05/2011,New Build
Merton,Merton,10/03/2011,Conversion
Merton,Merton,04/02/2011,Conversion
Merton,Merton,21/03/2011,New Build
Merton,Merton,04/04/2011,New Build
Merton,Merton,14/06/2011,New Build
Merton,Merton,07/02/2011,Conversion
Merton,Merton,27/01/2011,New Build
Merton,Merton,24/01/2011,New Build
Merton,Merton,01/10/2011,Conversion
Merton,Merton,15/01/2011,New Build
Merton,Merton,24/01/2011,New Build
Merton,Merton,25/03/2011,New Build
Merton,Merton,19/10/2011,Conversion
Merton,Merton,04/04/2011,New Build
Merton,Merton,04/04/2011,New Build
Merton,Merton,25/03/2011,Conversion
Merton,Merton,22/08/2011,New Build
Merton,Merton,22/03/2011,New Build
Merton,Merton,05/04/2011,New Build
Merton,Merton,04/04/2011,Conversion
Merton,Merton,25/03/2011,New Build
Merton,Merton,25/03/2011,New Build
Merton,Merton,21/03/2011,New Build
Merton,Merton,23/03/2011,New Build
Merton,Merton,23/03/2011,Conversion
Merton,Merton,24/03/2011,Conversion
Bromley,Bromley,01/03/2011,New Build
Merton,Merton,24/03/2011,Conversion
Merton,Merton,05/04/2011,New Build
Merton,Merton,14/01/2011,Conversion
Merton,Merton,24/03/2011,New Build
Merton,Merton,25/03/2011,Conversion
