lpa_name,borough,actual_completion_date,development_type
Lambeth,Lambeth,01/09/2013,Conversion
Sutton,Sutton,01/04/2013,New Build
Croydon,Croydon,29/03/2013,New Build
Hammersmith & Fulham,Hammersmith and Fulham,15/08/2013,Conversion
Richmond,Richmond upon Thames,31/07/2013,New Build
Newham,Newham,15/01/2013,New Build
Ealing,Ealing,05/01/2013,Conversion
Westminster,Westminster,31/03/2013,New Build
Hackney,Hackney,01/08/2013,Conversion
Wandsworth,Wandsworth,12/02/2013,Conversion
Havering,Havering,13/05/2013,New Build
Hackney,Hackney,03/03/2013,New Build
Tower Hamlets,Tower Hamlets,07/02/2013,Conversion
Hillingdon,Hillingdon,06/03/2013,New Build
LLDC,Newham,01/12/2013,New Build
Hackney,Hackney,08/03/2013,New Build
Tower Hamlets,Tower Hamlets,15/11/2013,Conversion
OPDC,Ealing,01/04/2013,New Build
Camden,Camden,16/08/2013,New Build
Camden,Camden,09/01/2013,New Build
Redbridge,Redbridge,12/04/2013,New Build
Tower Hamlets,Tower Hamlets,30/01/2013,Conversion
Camden,Camden,16/10/2013,Conversion
Hillingdon,Hillingdon,31/03/2013,New Build
Hillingdon,Hillingdon,25/07/2013,New Build
Camden,Camden,25/06/2013,Conversion
City of London,City of London,30/09/2013,New Build
Havering,Havering,17/06/2013,New Build
Tower Hamlets,Tower Hamlets,15/05/2013,New Build
Wandsworth,Wandsworth,15/11/2013,New Build
Camden,Camden,12/07/2013,Conversion
Brent,Brent,11/01/2013,New Build
Hillingdon,Hillingdon,07/10/2013,New Build
City of London,City of London,30/09/2013,New Build
Havering,Havering,26/03/2013,New Build
Wandsworth,Wandsworth,31/03/2013,New Build
Hackney,Hackney,01/05/2013,Conversion
Hackney,Hackney,01/09/2013,New Build
Hillingdon,Hillingdon,20/08/2013,New Build
LLDC,Newham,10/09/2013,New Build
Redbridge,Redbridge,19/02/2013,Conversion
Brent,Brent,23/03/2013,New Build
Lewisham,Lewisham,12/11/2013,New Build
Hackney,Hackney,03/03/2013,New Build
Lewisham,Lewisham,01/10/2013,Conversion
Lewisham,Lewisham,02/07/2013,New Build
Wandsworth,Wandsworth,01/05/2013,Conversion
Lewisham,Lewisham,22/03/2013,New Build
Camden,Camden,14/10/2013,Conversion
Hillingdon,Hillingdon,31/03/2013,New Build
Hackney,Hackney,01/08/2013,New Build
Havering,Havering,25/10/2013,New Build
Brent,Brent,24/05/2013,Conversion
Redbridge,Redbridge,30/04/2013,Conversion
Hillingdon,Hillingdon,01/04/2013,New Build
Lewisham,Lewisham,07/11/2013,New Build
Tower Hamlets,Tower Hamlets,15/07/2013,New Build
Redbridge,Redbridge,09/10/2013,Conversion
Hackney,Hackney,03/02/2013,New Build
Tower Hamlets,Tower Hamlets,05/09/2013,New Build
Camden,Camden,13/02/2013,New Build
Havering,Havering,17/12/2013,New Build
Camden,Camden,02/10/2013,Conversion
Brent,Brent,26/03/2013,Conversion
Merton,Merton,30/05/2013,New Build
Hackney,Hackney,20/02/2013,Conversion
Lewisham,Lewisham,16/10/2013,New Build
Wandsworth,Wandsworth,01/04/2013,Conversion
Hackney,Hackney,01/06/2013,New Build
Redbridge,Redbridge,01/09/2013,New Build
Hackney,Hackney,02/02/2013,Conversion
Brent,Brent,12/12/2013,New Build
Hillingdon,Hillingdon,01/04/2013,New Build
Lewisham,Lewisham,28/01/2013,Conversion
Tower Hamlets,Tower Hamlets,19/09/2013,Conversion
Brent,Brent,16/12/2013,New Build
Lewisham,Lewisham,26/02/2013,New Build
Wandsworth,Wandsworth,20/09/2013,Conversion
Brent,Brent,21/03/2013,Conversion
Havering,Havering,19/08/2013,New Build
Redbridge,Redbridge,29/01/2013,Conversion
Hackney,Hackney,01/12/2013,Conversion
Wandsworth,Wandsworth,04/02/2013,Conversion
Camden,Camden,02/08/2013,New Build
Wandsworth,Wandsworth,21/09/2013,New Build
Merton,Merton,20/05/2013,New Build
Wandsworth,Wandsworth,23/04/2013,New Build
Havering,Havering,03/07/2013,New Build
Havering,Havering,24/09/2013,New Build
Havering,Havering,16/04/2013,New Build
Brent,Brent,03/07/2013,New Build
Hackney,Hackney,01/12/2013,New Build
Hackney,Hackney,01/11/2013,New Build
Havering,Havering,13/02/2013,New Build
Hillingdon,Hillingdon,24/09/2013,Conversion
Wandsworth,Wandsworth,15/05/2013,New Build
Hillingdon,Hillingdon,19/08/2013,New Build
Hackney,Hackney,01/03/2013,New Build
Hillingdon,Hillingdon,12/06/2013,New Build
Havering,Havering,24/05/2013,New Build
Wandsworth,Wandsworth,29/10/2013,Conversion
Camden,Camden,10/06/2013,Conversion
Hillingdon,Hillingdon,31/03/2013,New Build
Redbridge,Redbridge,12/08/2013,New Build
Hillingdon,Hillingdon,01/04/2013,New Build
Camden,Camden,31/12/2013,New Build
Camden,Camden,03/01/2013,Conversion
Redbridge,Redbridge,16/04/2013,New Build
Camden,Camden,01/03/2013,Conversion
Lewisham,Lewisham,23/01/2013,Conversion
City of London,City of London,30/09/2013,New Build
Brent,Brent,23/12/2013,New Build
Havering,Havering,29/07/2013,New Build
Havering,Havering,01/07/2013,New Build
Camden,Camden,29/01/2013,Conversion
Brent,Brent,07/03/2013,Conversion
Lewisham,Lewisham,19/12/2013,Conversion
Camden,Camden,02/08/2013,New Build
Hackney,Hackney,01/01/2013,Conversion
Lewisham,Lewisham,08/07/2013,Conversion
Havering,Havering,08/05/2013,New Build
Camden,Camden,05/08/2013,New Build
Tower Hamlets,Tower Hamlets,04/03/2013,Conversion
Wandsworth,Wandsworth,09/02/2013,New Build
Brent,Brent,30/12/2013,Conversion
Brent,Brent,30/01/2013,New Build
Lewisham,Lewisham,30/04/2013,Conversion
Wandsworth,Wandsworth,30/07/2013,New Build
Lewisham,Lewisham,28/06/2013,New Build
OPDC,Ealing,19/07/2013,Conversion
Hillingdon,Hillingdon,14/05/2013,Conversion
Camden,Camden,11/06/2013,New Build
Camden,Camden,09/09/2013,Conversion
Brent,Brent,17/03/2013,New Build
Redbridge,Redbridge,15/02/2013,New Build
Hillingdon,Hillingdon,08/02/2013,New Build
Brent,Brent,09/01/2013,Conversion
Camden,Camden,16/10/2013,New Build
Hillingdon,Hillingdon,31/03/2013,New Build
Redbridge,Redbridge,15/08/2013,Conversion
Lewisham,Lewisham,02/01/2013,Conversion
Hillingdon,Hillingdon,26/02/2013,New Build
Havering,Havering,11/03/2013,New Build
Hillingdon,Hillingdon,15/03/2013,New Build
Brent,Brent,10/06/2013,New Build
Wandsworth,Wandsworth,31/03/2013,New Build
LLDC,Newham,31/12/2013,New Build
Hillingdon,Hillingdon,05/06/2013,New Build
Wandsworth,Wandsworth,27/09/2013,New Build
Hillingdon,Hillingdon,01/03/2013,New Build
Lewisham,Lewisham,07/11/2013,New Build
Hillingdon,Hillingdon,15/07/2013,New Build
Havering,Havering,16/04/2013,New Build
Havering,Havering,23/08/2013,Conversion
Redbridge,Redbridge,10/09/2013,Conversion
Hackney,Hackney,01/01/2013,Conversion
Brent,Brent,30/03/2013,Conversion
Lewisham,Lewisham,30/01/2013,Conversion
Camden,Camden,02/07/2013,New Build
Redbridge,Redbridge,16/04/2013,Conversion
Wandsworth,Wandsworth,06/03/2013,Conversion
Havering,Havering,21/03/2013,New Build
Redbridge,Redbridge,28/08/2013,Conversion
Hackney,Hackney,01/07/2013,New Build
Lewisham,Lewisham,11/11/2013,Conversion
Redbridge,Redbridge,13/09/2013,New Build
Tower Hamlets,Tower Hamlets,25/02/2013,New Build
Lewisham,Lewisham,17/07/2013,New Build
Wandsworth,Wandsworth,29/07/2013,New Build
Merton,Merton,25/03/2013,New Build
Wandsworth,Wandsworth,15/11/2013,Conversion
Tower Hamlets,Tower Hamlets,14/08/2013,New Build
Hillingdon,Hillingdon,16/07/2013,New Build
Brent,Brent,06/03/2013,Conversion
Wandsworth,Wandsworth,31/03/2013,Conversion
Hillingdon,Hillingdon,31/07/2013,New Build
Hillingdon,Hillingdon,04/04/2013,New Build
Brent,Brent,30/07/2013,Conversion
Wandsworth,Wandsworth,08/01/2013,Conversion
Havering,Havering,27/09/2013,New Build
Brent,Brent,23/02/2013,Conversion
Redbridge,Redbridge,24/10/2013,New Build
Hackney,Hackney,23/12/2013,Conversion
Hillingdon,Hillingdon,27/02/2013,Conversion
Hackney,Hackney,01/03/2013,Conversion
Tower Hamlets,Tower Hamlets,17/04/2013,New Build
Hackney,Hackney,01/08/2013,Conversion
Camden,Camden,22/01/2013,Conversion
Redbridge,Redbridge,20/11/2013,Conversion
Hackney,Hackney,01/10/2013,Conversion
Havering,Havering,03/10/2013,New Build
Lewisham,Lewisham,17/09/2013,Conversion
Hillingdon,Hillingdon,02/10/2013,New Build
Hackney,Hackney,01/08/2013,New Build
Redbridge,Redbridge,10/06/2013,New Build
Redbridge,Redbridge,01/04/2013,Conversion
Camden,Camden,10/09/2013,Conversion
Wandsworth,Wandsworth,30/03/2013,New Build
Wandsworth,Wandsworth,18/12/2013,New Build
Wandsworth,Wandsworth,03/05/2013,New Build
Hackney,Hackney,16/05/2013,Conversion
Redbridge,Redbridge,05/08/2013,New Build
Brent,Brent,30/03/2013,Conversion
Redbridge,Redbridge,01/03/2013,Conversion
Havering,Havering,21/03/2013,New Build
Tower Hamlets,Tower Hamlets,26/06/2013,New Build
Hackney,Hackney,01/11/2013,Conversion
Brent,Brent,20/03/2013,Conversion
Wandsworth,Wandsworth,10/06/2013,New Build
Camden,Camden,20/12/2013,Conversion
Hillingdon,Hillingdon,13/07/2013,New Build
Camden,Camden,12/09/2013,Conversion
Hillingdon,Hillingdon,22/04/2013,New Build
Brent,Brent,16/05/2013,Conversion
Lewisham,Lewisham,30/08/2013,Conversion
Camden,Camden,05/09/2013,Conversion
Redbridge,Redbridge,19/07/2013,New Build
Hillingdon,Hillingdon,23/12/2013,New Build
Camden,Camden,26/11/2013,New Build
Brent,Brent,30/03/2013,Conversion
Tower Hamlets,Tower Hamlets,19/11/2013,New Build
Hackney,Hackney,11/03/2013,New Build
Camden,Camden,27/08/2013,Conversion
Lewisham,Lewisham,18/02/2013,New Build
Tower Hamlets,Tower Hamlets,25/02/2013,New Build
Tower Hamlets,Tower Hamlets,08/03/2013,New Build
Hackney,Hackney,01/08/2013,Conversion
Hackney,Hackney,01/08/2013,Conversion
Brent,Brent,22/03/2013,Conversion
Havering,Havering,04/11/2013,New Build
Camden,Camden,10/04/2013,New Build
Brent,Brent,30/03/2013,New Build
Wandsworth,Wandsworth,31/03/2013,New Build
Tower Hamlets,Tower Hamlets,17/01/2013,New Build
Camden,Camden,19/04/2013,Conversion
Hillingdon,Hillingdon,22/02/2013,New Build
Wandsworth,Wandsworth,31/03/2013,New Build
Brent,Brent,17/03/2013,Conversion
Redbridge,Redbridge,24/03/2013,New Build
Camden,Camden,04/11/2013,Conversion
Brent,Brent,08/08/2013,Conversion
Lewisham,Lewisham,08/08/2013,Conversion
Havering,Havering,17/12/2013,New Build
Havering,Havering,09/07/2013,New Build
Lewisham,Lewisham,06/12/2013,Conversion
Hackney,Hackney,01/06/2013,Conversion
Havering,Havering,26/02/2013,New Build
Hillingdon,Hillingdon,29/01/2013,Conversion
Hackney,Hackney,01/12/2013,New Build
Wandsworth,Wandsworth,03/03/2013,New Build
Camden,Camden,28/06/2013,Conversion
Camden,Camden,13/10/2013,New Build
OPDC,Brent,25/12/2013,New Build
Lewisham,Lewisham,02/05/2013,New Build
Wandsworth,Wandsworth,17/09/2013,Conversion
Wandsworth,Wandsworth,15/05/2013,New Build
Hillingdon,Hillingdon,21/05/2013,New Build
Redbridge,Redbridge,26/04/2013,New Build
Hackney,Hackney,01/09/2013,Conversion
Camden,Camden,23/07/2013,Conversion
Tower Hamlets,Tower Hamlets,15/04/2013,New Build
Camden,Camden,02/09/2013,Conversion
Camden,Camden,11/09/2013,Conversion
Hillingdon,Hillingdon,29/03/2013,New Build
Wandsworth,Wandsworth,20/12/2013,New Build
Wandsworth,Wandsworth,19/12/2013,New Build
Havering,Havering,07/11/2013,New Build
Hackney,Hackney,01/03/2013,New Build
Redbridge,Redbridge,24/04/2013,Conversion
Havering,Havering,26/03/2013,New Build
Wandsworth,Wandsworth,10/05/2013,Conversion
Tower Hamlets,Tower Hamlets,09/04/2013,Conversion
Westminster,Westminster,01/01/2013,Conversion
Southwark,Southwark,01/06/2013,Conversion
Croydon,Croydon,31/12/2013,New Build
Richmond,Richmond upon Thames,04/11/2013,Conversion
Barnet,Barnet,09/04/2013,New Build
Hammersmith & Fulham,Hammersmith and Fulham,01/11/2013,New Build
Barnet,Barnet,01/01/2013,Conversion
Enfield,Enfield,22/10/2013,New Build
Ealing,Ealing,01/10/2013,Conversion
Barnet,Barnet,12/10/2013,New Build
Lambeth,Lambeth,01/03/2013,New Build
Westminster,Westminster,31/03/2013,Conversion
Bromley,Bromley,05/08/2013,New Build
Enfield,Enfield,07/05/2013,New Build
Ealing,Ealing,27/02/2013,New Build
Southwark,Southwark,01/08/2013,New Build
Westminster,Westminster,01/01/2013,Conversion
Sutton,Sutton,31/03/2013,New Build
Westminster,Westminster,31/03/2013,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,25/10/2013,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,01/04/2013,New Build
Enfield,Enfield,01/04/2013,Conversion
Westminster,Westminster,07/04/2013,New Build
Bromley,Bromley,03/05/2013,New Build
Kingston,Kingston upon Thames,07/02/2013,New Build
Newham,Newham,30/07/2013,New Build
Richmond,Richmond upon Thames,01/07/2013,Conversion
Richmond,Richmond upon Thames,28/02/2013,Conversion
Bexley,Bexley,19/04/2013,New Build
Lambeth,Lambeth,01/09/2013,Conversion
Barnet,Barnet,01/01/2013,Conversion
Enfield,Enfield,12/08/2013,Conversion
Lambeth,Lambeth,01/08/2013,Conversion
Ealing,Ealing,07/06/2013,Conversion
Barnet,Barnet,22/05/2013,Conversion
Southwark,Southwark,09/09/2013,Conversion
Enfield,Enfield,31/03/2013,New Build
Southwark,Southwark,01/08/2013,Conversion
Ealing,Ealing,21/03/2013,New Build
Barnet,Barnet,16/08/2013,New Build
Ealing,Ealing,01/12/2013,Conversion
Croydon,Croydon,31/12/2013,Conversion
Barnet,Barnet,03/04/2013,Conversion
Kingston,Kingston upon Thames,17/09/2013,New Build
Ealing,Ealing,01/03/2013,New Build
Barnet,Barnet,03/12/2013,Conversion
Enfield,Enfield,31/03/2013,New Build
Richmond,Richmond upon Thames,20/03/2013,Conversion
Croydon,Croydon,29/03/2013,New Build
Barnet,Barnet,04/03/2013,New Build
Barnet,Barnet,23/12/2013,New Build
Southwark,Southwark,01/11/2013,New Build
Ealing,Ealing,21/03/2013,New Build
Kingston,Kingston upon Thames,12/12/2013,New Build
Richmond,Richmond upon Thames,31/07/2013,New Build
Croydon,Croydon,31/12/2013,Conversion
Enfield,Enfield,26/06/2013,New Build
Southwark,Southwark,01/08/2013,Conversion
Ealing,Ealing,21/05/2013,New Build
Enfield,Enfield,18/04/2013,New Build
Southwark,Southwark,02/02/2013,Conversion
Sutton,Sutton,31/03/2013,New Build
Newham,Newham,04/09/2013,New Build
Westminster,Westminster,31/03/2013,New Build
Croydon,Croydon,15/09/2013,New Build
Bromley,Bromley,03/06/2013,New Build
Westminster,Westminster,10/06/2013,Conversion
Croydon,Croydon,03/05/2013,Conversion
Sutton,Sutton,01/04/2013,New Build
Ealing,Ealing,11/10/2013,New Build
Hammersmith & Fulham,Hammersmith and Fulham,31/01/2013,Conversion
Lambeth,Lambeth,10/05/2013,Conversion
Redbridge,Redbridge,17/04/2013,New Build
Hillingdon,Hillingdon,02/04/2013,New Build
Hackney,Hackney,13/12/2013,Conversion
Hackney,Hackney,01/10/2013,Conversion
Lewisham,Lewisham,05/03/2013,Conversion
Brent,Brent,12/12/2013,Conversion
Brent,Brent,28/12/2013,Conversion
Tower Hamlets,Tower Hamlets,02/01/2013,New Build
Redbridge,Redbridge,03/03/2013,Conversion
Hackney,Hackney,19/08/2013,Conversion
Hackney,Hackney,01/12/2013,Conversion
Hillingdon,Hillingdon,25/04/2013,New Build
Wandsworth,Wandsworth,04/05/2013,Conversion
Havering,Havering,14/01/2013,New Build
Havering,Havering,18/07/2013,Conversion
Camden,Camden,04/09/2013,New Build
Hackney,Hackney,01/10/2013,New Build
Brent,Brent,26/01/2013,New Build
Havering,Havering,19/07/2013,New Build
Tower Hamlets,Tower Hamlets,04/04/2013,Conversion
Camden,Camden,14/03/2013,Conversion
Hackney,Hackney,11/12/2013,New Build
Lewisham,Lewisham,09/07/2013,New Build
Wandsworth,Wandsworth,06/12/2013,New Build
Wandsworth,Wandsworth,09/07/2013,Conversion
Lewisham,Lewisham,06/02/2013,Conversion
Redbridge,Redbridge,01/04/2013,New Build
Hillingdon,Hillingdon,23/05/2013,New Build
Lewisham,Lewisham,15/05/2013,New Build
Hackney,Hackney,01/11/2013,Conversion
Hillingdon,Hillingdon,15/09/2013,New Build
Havering,Havering,11/09/2013,New Build
Camden,Camden,29/07/2013,Conversion
Tower Hamlets,Tower Hamlets,20/02/2013,New Build
Camden,Camden,05/11/2013,Conversion
Lewisham,Lewisham,25/03/2013,New Build
Havering,Havering,13/09/2013,New Build
Hillingdon,Hillingdon,22/07/2013,New Build
Ealing,Ealing,29/10/2013,Minor dwellings
Ealing,Ealing,04/10/2013,Major dwellings
Ealing,Ealing,22/02/2013,Minor dwellings
Ealing,Ealing,25/04/2013,Minor dwellings
Redbridge,Redbridge,10/01/2013,Conversion
Hillingdon,Hillingdon,29/05/2013,Conversion
Brent,Brent,02/03/2013,New Build
Redbridge,Redbridge,01/11/2013,New Build
Hackney,Hackney,01/01/2013,Conversion
LLDC,Newham,30/09/2013,New Build
Brent,Brent,13/12/2013,Conversion
Camden,Camden,18/06/2013,Conversion
Camden,Camden,20/12/2013,Conversion
Lewisham,Lewisham,06/02/2013,Conversion
Hackney,Hackney,14/12/2013,Conversion
Hillingdon,Hillingdon,01/04/2013,New Build
Lambeth,Lambeth,22/11/2013,Conversion
Redbridge,Redbridge,03/10/2013,New Build
Redbridge,Redbridge,01/11/2013,Conversion
Ealing,Ealing,01/06/2013,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,19/03/2013,Conversion
Southwark,Southwark,14/05/2013,New Build
Ealing,Ealing,01/12/2013,New Build
Ealing,Ealing,17/05/2013,New Build
Hillingdon,Hillingdon,08/08/2013,New Build
Newham,Newham,31/10/2013,New Build
Newham,Newham,04/10/2013,New Build
Newham,Newham,17/10/2013,New Build
Newham,Newham,20/08/2013,Conversion
Newham,Newham,05/07/2013,Conversion
Newham,Newham,17/09/2013,Conversion
Newham,Newham,13/09/2013,Conversion
Newham,Newham,15/07/2013,Conversion
Newham,Newham,17/09/2013,Conversion
Newham,Newham,17/09/2013,Conversion
Newham,Newham,02/10/2013,New Build
Newham,Newham,10/09/2013,Conversion
Newham,Newham,28/10/2013,New Build
Newham,Newham,17/09/2013,Conversion
Newham,Newham,28/10/2013,New Build
Newham,Newham,12/12/2013,Conversion
Newham,Newham,18/10/2013,Conversion
Newham,Newham,28/10/2013,New Build
Newham,Newham,16/10/2013,New Build
Newham,Newham,17/09/2013,Conversion
Newham,Newham,17/09/2013,Conversion
Merton,Merton,10/06/2013,New Build
Merton,Merton,26/06/2013,Conversion
Merton,Merton,03/06/2013,Conversion
Merton,Merton,20/05/2013,New Build
Merton,Merton,20/06/2013,Conversion
Merton,Merton,20/05/2013,Conversion
Merton,Merton,30/03/2013,New Build
Merton,Merton,20/05/2013,Conversion
Merton,Merton,16/06/2013,New Build
Merton,Merton,30/05/2013,Conversion
Merton,Merton,20/05/2013,New Build
Merton,Merton,30/05/2013,New Build
Merton,Merton,20/05/2013,New Build
Merton,Merton,01/09/2013,New Build
Merton,Merton,20/06/2013,New Build
Merton,Merton,20/05/2013,New Build
Merton,Merton,20/03/2013,New Build
Merton,Merton,01/03/2013,New Build
Merton,Merton,10/07/2013,Conversion
Merton,Merton,21/06/2013,New Build
Merton,Merton,20/05/2013,New Build
Merton,Merton,31/10/2013,Conversion
Merton,Merton,13/06/2013,New Build
Merton,Merton,16/05/2013,New Build
Merton,Merton,20/03/2013,New Build
Merton,Merton,10/11/2013,Conversion
Merton,Merton,19/12/2013,Conversion
Merton,Merton,29/05/2013,Conversion
Merton,Merton,30/06/2013,New Build
Merton,Merton,27/11/2013,New Build
Merton,Merton,20/01/2013,New Build
Merton,Merton,01/06/2013,New Build
Merton,Merton,30/05/2013,New Build
Merton,Merton,01/07/2013,Conversion
Merton,Merton,01/03/2013,Conversion
Merton,Merton,30/05/2013,New Build
Merton,Merton,10/07/2013,New Build
Merton,Merton,30/05/2013,New Build
Merton,Merton,20/10/2013,New Build
Merton,Merton,20/05/2013,New Build
Merton,Merton,17/06/2013,Conversion
Merton,Merton,15/03/2013,Conversion
Merton,Merton,21/06/2013,New Build
Merton,Merton,15/03/2013,Conversion
Merton,Merton,21/06/2013,New Build
Merton,Merton,10/07/2013,New Build
Merton,Merton,10/07/2013,Conversion
Merton,Merton,03/06/2013,New Build
Merton,Merton,20/06/2013,Conversion
Merton,Merton,12/11/2013,Conversion
Merton,Merton,10/04/2013,New Build
Merton,Merton,15/03/2013,New Build
Merton,Merton,30/05/2013,Conversion
Merton,Merton,21/06/2013,Conversion
Merton,Merton,10/07/2013,New Build
Merton,Merton,10/07/2013,Conversion
Merton,Merton,20/05/2013,New Build
Merton,Merton,16/05/2013,New Build
Tower Hamlets,Tower Hamlets,30/08/2013,New Build
Redbridge,Redbridge,05/06/2013,New Build
Barnet,Barnet,19/07/2013,New Build
Tower Hamlets,Tower Hamlets,28/02/2013,New Build
Lambeth,Lambeth,11/06/2013,Conversion
Wandsworth,Wandsworth,31/03/2013,Conversion
Lewisham,Lewisham,30/01/2013,New Build
Wandsworth,Wandsworth,31/03/2013,Conversion
Brent,Brent,24/12/2013,Conversion
Ealing,Ealing,15/10/2013,Conversion
Wandsworth,Wandsworth,31/03/2013,Conversion
Wandsworth,Wandsworth,15/10/2013,New Build
Wandsworth,Wandsworth,18/12/2013,New Build
