lpa_name,borough,actual_completion_date,development_type
Sutton,Sutton,01/01/2016,New Build
Lambeth,Lambeth,10/10/2016,New Build
Bromley,Bromley,04/05/2016,New Build
Bromley,Bromley,05/05/2016,New Build
Westminster,Westminster,29/07/2016,Conversion
Westminster,Westminster,12/07/2016,Conversion
Sutton,Sutton,01/03/2016,New Build
Southwark,Southwark,12/12/2016,New Build
Croydon,Croydon,05/09/2016,New Build
Barnet,Barnet,27/06/2016,New Build
Ealing,Ealing,02/04/2016,Conversion
Sutton,Sutton,31/03/2016,New Build
Kingston,Kingston upon Thames,29/06/2016,New Build
Ealing,Ealing,01/10/2016,New Build
Wandsworth,Wandsworth,31/03/2016,Conversion
Redbridge,Redbridge,13/12/2016,New Build
City of London,City of London,31/03/2016,Conversion
Camden,Camden,29/04/2016,New Build
Wandsworth,Wandsworth,31/03/2016,Conversion
Camden,Camden,15/03/2016,New Build
Tower Hamlets,Tower Hamlets,02/08/2016,New Build
Wandsworth,Wandsworth,01/04/2016,Conversion
Hackney,Hackney,12/03/2016,New Build
Brent,Brent,28/10/2016,Conversion
Camden,Camden,21/12/2016,Conversion
Tower Hamlets,Tower Hamlets,19/05/2016,New Build
Hackney,Hackney,22/03/2016,Conversion
Wandsworth,Wandsworth,31/03/2016,Conversion
Camden,Camden,09/08/2016,New Build
Wandsworth,Wandsworth,31/03/2016,New Build
Havering,Havering,14/09/2016,Conversion
Brent,Brent,17/03/2016,New Build
Camden,Camden,02/09/2016,Conversion
Lewisham,Lewisham,23/08/2016,Conversion
Havering,Havering,16/09/2016,New Build
Hackney,Hackney,21/07/2016,Conversion
Wandsworth,Wandsworth,30/09/2016,New Build
Brent,Brent,27/06/2016,Conversion
Hillingdon,Hillingdon,06/06/2016,New Build
Hackney,Hackney,01/06/2016,New Build
Havering,Havering,31/03/2016,New Build
LLDC,Newham,31/03/2016,New Build
Havering,Havering,14/09/2016,New Build
Tower Hamlets,Tower Hamlets,10/11/2016,New Build
Wandsworth,Wandsworth,31/03/2016,Conversion
Hillingdon,Hillingdon,11/04/2016,Conversion
Havering,Havering,13/06/2016,Conversion
Lewisham,Lewisham,15/03/2016,Conversion
Brent,Brent,06/01/2016,Conversion
Hackney,Hackney,14/06/2016,New Build
Lewisham,Lewisham,29/01/2016,Conversion
Brent,Brent,17/05/2016,Conversion
Havering,Havering,19/09/2016,New Build
Redbridge,Redbridge,26/07/2016,Conversion
Hackney,Hackney,15/09/2016,New Build
Camden,Camden,06/04/2016,Conversion
Brent,Brent,22/01/2016,Conversion
Wandsworth,Wandsworth,27/04/2016,Conversion
Lewisham,Lewisham,23/02/2016,Conversion
Havering,Havering,31/03/2016,New Build
Brent,Brent,08/06/2016,New Build
Redbridge,Redbridge,14/06/2016,New Build
Camden,Camden,01/04/2016,New Build
Hackney,Hackney,21/07/2016,Conversion
Tower Hamlets,Tower Hamlets,22/04/2016,New Build
Merton,Merton,06/12/2016,New Build
Hackney,Hackney,05/02/2016,Conversion
Wandsworth,Wandsworth,01/04/2016,Conversion
Wandsworth,Wandsworth,22/08/2016,New Build
Wandsworth,Wandsworth,31/03/2016,New Build
Hackney,Hackney,29/06/2016,Conversion
Brent,Brent,15/02/2016,Conversion
Lewisham,Lewisham,01/06/2016,New Build
Brent,Brent,03/02/2016,Conversion
Tower Hamlets,Tower Hamlets,11/05/2016,New Build
Lewisham,Lewisham,01/04/2016,New Build
Brent,Brent,31/03/2016,Conversion
Redbridge,Redbridge,14/12/2016,New Build
Tower Hamlets,Tower Hamlets,31/03/2016,New Build
Hackney,Hackney,29/02/2016,Conversion
Brent,Brent,16/06/2016,Conversion
Redbridge,Redbridge,12/09/2016,New Build
Havering,Havering,14/09/2016,Conversion
Wandsworth,Wandsworth,01/04/2016,New Build
Lewisham,Lewisham,01/02/2016,Conversion
Merton,Merton,25/01/2016,New Build
Hackney,Hackney,17/11/2016,Conversion
Havering,Havering,16/09/2016,New Build
Havering,Havering,27/01/2016,New Build
Camden,Camden,18/05/2016,New Build
Wandsworth,Wandsworth,11/01/2016,Conversion
Brent,Brent,21/12/2016,Conversion
Redbridge,Redbridge,13/01/2016,Conversion
Wandsworth,Wandsworth,15/12/2016,New Build
Camden,Camden,24/05/2016,New Build
Lewisham,Lewisham,01/04/2016,New Build
Hackney,Hackney,31/08/2016,Conversion
Camden,Camden,04/07/2016,New Build
Tower Hamlets,Tower Hamlets,15/06/2016,New Build
Camden,Camden,22/12/2016,New Build
Camden,Camden,12/01/2016,New Build
Lewisham,Lewisham,09/05/2016,Conversion
Camden,Camden,13/01/2016,Conversion
Wandsworth,Wandsworth,06/12/2016,New Build
LLDC,Hackney,01/10/2016,New Build
Tower Hamlets,Tower Hamlets,19/02/2016,Conversion
Merton,Merton,19/03/2016,New Build
Camden,Camden,10/03/2016,New Build
Wandsworth,Wandsworth,31/03/2016,Conversion
Merton,Merton,28/06/2016,Conversion
Wandsworth,Wandsworth,31/03/2016,Conversion
Camden,Camden,04/11/2016,New Build
Merton,Merton,25/10/2016,Conversion
Wandsworth,Wandsworth,21/01/2016,New Build
Lewisham,Lewisham,01/06/2016,Conversion
Camden,Camden,01/08/2016,Conversion
Hillingdon,Hillingdon,01/04/2016,Conversion
Hackney,Hackney,23/12/2016,Conversion
Redbridge,Redbridge,01/06/2016,New Build
Havering,Havering,16/09/2016,New Build
Hillingdon,Hillingdon,01/07/2016,New Build
Merton,Merton,14/12/2016,New Build
Wandsworth,Wandsworth,31/03/2016,Conversion
Merton,Merton,30/09/2016,Conversion
Hackney,Hackney,30/05/2016,New Build
Hillingdon,Hillingdon,20/07/2016,New Build
Redbridge,Redbridge,01/09/2016,New Build
Redbridge,Redbridge,31/03/2016,New Build
Camden,Camden,28/06/2016,Conversion
Merton,Merton,12/02/2016,Conversion
Wandsworth,Wandsworth,31/03/2016,Conversion
Brent,Brent,16/09/2016,Conversion
Lewisham,Lewisham,15/06/2016,New Build
Brent,Brent,26/07/2016,New Build
Wandsworth,Wandsworth,22/01/2016,New Build
Tower Hamlets,Tower Hamlets,22/08/2016,New Build
Hillingdon,Hillingdon,27/05/2016,Conversion
Brent,Brent,14/08/2016,Conversion
Camden,Camden,20/06/2016,New Build
Wandsworth,Wandsworth,31/03/2016,Conversion
Redbridge,Redbridge,30/11/2016,New Build
Havering,Havering,02/02/2016,New Build
Camden,Camden,23/05/2016,Conversion
Wandsworth,Wandsworth,20/04/2016,Conversion
Hillingdon,Hillingdon,23/01/2016,New Build
Tower Hamlets,Tower Hamlets,09/05/2016,New Build
Merton,Merton,15/11/2016,Conversion
Brent,Brent,01/02/2016,Conversion
Wandsworth,Wandsworth,04/02/2016,New Build
Wandsworth,Wandsworth,31/03/2016,Conversion
Brent,Brent,06/10/2016,New Build
Hackney,Hackney,01/04/2016,New Build
City of London,City of London,30/09/2016,Conversion
Hillingdon,Hillingdon,19/05/2016,Conversion
Lewisham,Lewisham,01/08/2016,New Build
Tower Hamlets,Tower Hamlets,26/07/2016,New Build
Tower Hamlets,Tower Hamlets,15/11/2016,Conversion
Havering,Havering,19/09/2016,New Build
Wandsworth,Wandsworth,18/10/2016,New Build
Lewisham,Lewisham,06/10/2016,Conversion
Wandsworth,Wandsworth,31/03/2016,Conversion
Hackney,Hackney,04/03/2016,Conversion
Camden,Camden,06/06/2016,Conversion
Tower Hamlets,Tower Hamlets,06/05/2016,Conversion
Merton,Merton,29/01/2016,New Build
Hillingdon,Hillingdon,14/03/2016,Conversion
Redbridge,Redbridge,18/01/2016,New Build
Brent,Brent,18/08/2016,New Build
Hackney,Hackney,02/03/2016,Conversion
Brent,Brent,15/07/2016,Conversion
Tower Hamlets,Tower Hamlets,14/10/2016,New Build
Camden,Camden,01/04/2016,Conversion
Camden,Camden,09/02/2016,Conversion
Brent,Brent,14/03/2016,Conversion
Brent,Brent,31/03/2016,New Build
Brent,Brent,01/06/2016,Conversion
Redbridge,Redbridge,06/09/2016,New Build
Tower Hamlets,Tower Hamlets,14/10/2016,New Build
Tower Hamlets,Tower Hamlets,20/12/2016,New Build
Redbridge,Redbridge,21/07/2016,Conversion
Havering,Havering,17/03/2016,New Build
Merton,Merton,26/04/2016,New Build
Camden,Camden,31/07/2016,New Build
Brent,Brent,15/04/2016,Conversion
Camden,Camden,29/11/2016,New Build
Tower Hamlets,Tower Hamlets,08/07/2016,New Build
LLDC,Hackney,03/11/2016,New Build
Hackney,Hackney,16/08/2016,Conversion
Camden,Camden,12/01/2016,New Build
Merton,Merton,22/04/2016,New Build
Camden,Camden,17/04/2016,Conversion
Redbridge,Redbridge,31/10/2016,Conversion
Wandsworth,Wandsworth,01/03/2016,New Build
Lewisham,Lewisham,01/06/2016,Conversion
Hackney,Hackney,01/07/2016,New Build
Hackney,Hackney,14/12/2016,Conversion
Wandsworth,Wandsworth,01/04/2016,Conversion
Tower Hamlets,Tower Hamlets,24/11/2016,New Build
Wandsworth,Wandsworth,27/04/2016,Conversion
Merton,Merton,01/04/2016,New Build
Hillingdon,Hillingdon,24/03/2016,New Build
Lewisham,Lewisham,30/04/2016,New Build
Brent,Brent,08/06/2016,New Build
Tower Hamlets,Tower Hamlets,20/07/2016,New Build
Camden,Camden,20/05/2016,New Build
Merton,Merton,22/12/2016,Conversion
Hillingdon,Hillingdon,01/06/2016,New Build
Camden,Camden,24/05/2016,Conversion
Camden,Camden,20/07/2016,Conversion
Tower Hamlets,Tower Hamlets,10/05/2016,New Build
Redbridge,Redbridge,15/12/2016,Conversion
Lewisham,Lewisham,01/07/2016,New Build
Camden,Camden,08/03/2016,Conversion
Havering,Havering,16/09/2016,New Build
Hillingdon,Hillingdon,09/09/2016,Conversion
Wandsworth,Wandsworth,31/03/2016,New Build
Lewisham,Lewisham,01/08/2016,New Build
Hackney,Hackney,15/08/2016,New Build
Wandsworth,Wandsworth,28/01/2016,Conversion
Hackney,Hackney,13/11/2016,New Build
Hackney,Hackney,19/07/2016,Conversion
Brent,Brent,31/03/2016,New Build
Camden,Camden,10/03/2016,Conversion
Havering,Havering,15/11/2016,Conversion
Camden,Camden,19/08/2016,New Build
Wandsworth,Wandsworth,28/04/2016,Conversion
Brent,Brent,20/06/2016,New Build
Merton,Merton,29/09/2016,New Build
Wandsworth,Wandsworth,31/03/2016,New Build
OPDC,Ealing,01/10/2016,New Build
Wandsworth,Wandsworth,31/03/2016,New Build
Hackney,Hackney,11/03/2016,Conversion
Brent,Brent,24/03/2016,Conversion
Redbridge,Redbridge,21/10/2016,Conversion
Brent,Brent,28/04/2016,New Build
City of London,City of London,31/03/2016,New Build
Brent,Brent,26/09/2016,Conversion
Hackney,Hackney,24/08/2016,Conversion
Wandsworth,Wandsworth,31/03/2016,Conversion
Enfield,Enfield,30/06/2016,New Build
Barnet,Barnet,04/04/2016,Conversion
Croydon,Croydon,23/08/2016,Conversion
Westminster,Westminster,01/03/2016,Conversion
Barnet,Barnet,01/12/2016,New Build
Bexley,Bexley,23/08/2016,New Build
Southwark,Southwark,18/09/2016,New Build
Bromley,Bromley,10/11/2016,New Build
Enfield,Enfield,01/09/2016,New Build
Ealing,Ealing,04/06/2016,New Build
Westminster,Westminster,31/03/2016,New Build
Westminster,Westminster,21/04/2016,Conversion
Lambeth,Lambeth,15/03/2016,Conversion
Croydon,Croydon,11/11/2016,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,01/09/2016,New Build
Southwark,Southwark,11/11/2016,Conversion
Lambeth,Lambeth,25/07/2016,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,16/08/2016,Conversion
Bromley,Bromley,23/02/2016,New Build
Croydon,Croydon,31/03/2016,Conversion
Lambeth,Lambeth,01/04/2016,Conversion
Bromley,Bromley,01/07/2016,New Build
Croydon,Croydon,04/05/2016,Conversion
Lambeth,Lambeth,15/08/2016,Conversion
Croydon,Croydon,28/07/2016,New Build
Croydon,Croydon,31/03/2016,Conversion
Bromley,Bromley,06/10/2016,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,02/11/2016,New Build
Barnet,Barnet,01/09/2016,New Build
Enfield,Enfield,31/03/2016,New Build
Sutton,Sutton,01/04/2016,New Build
Sutton,Sutton,31/03/2016,New Build
Croydon,Croydon,12/09/2016,Conversion
Westminster,Westminster,05/02/2016,New Build
Enfield,Enfield,15/09/2016,Conversion
Enfield,Enfield,31/03/2016,New Build
Ealing,Ealing,12/12/2016,New Build
Croydon,Croydon,17/08/2016,Conversion
Bexley,Bexley,01/01/2016,New Build
Hammersmith & Fulham,Hammersmith and Fulham,06/05/2016,Conversion
Ealing,Ealing,01/12/2016,Conversion
Southwark,Southwark,06/06/2016,Conversion
Southwark,Southwark,08/08/2016,New Build
Southwark,Southwark,08/08/2016,New Build
Barnet,Barnet,22/12/2016,Conversion
Barnet,Barnet,01/04/2016,New Build
Croydon,Croydon,31/03/2016,New Build
Croydon,Croydon,09/08/2016,New Build
Croydon,Croydon,03/03/2016,Conversion
Enfield,Enfield,31/03/2016,New Build
Croydon,Croydon,25/08/2016,New Build
Westminster,Westminster,31/12/2016,Conversion
Southwark,Southwark,03/03/2016,Conversion
Bromley,Bromley,12/04/2016,New Build
Southwark,Southwark,25/11/2016,Conversion
Sutton,Sutton,01/06/2016,Conversion
Kingston,Kingston upon Thames,21/03/2016,New Build
Westminster,Westminster,02/06/2016,New Build
Newham,Newham,08/04/2016,Conversion
