lpa_name,borough,actual_completion_date,development_type
Brent,Brent,20/03/2015,Conversion
OPDC,Ealing,01/01/2015,New Build
Havering,Havering,07/07/2015,New Build
Tower Hamlets,Tower Hamlets,16/11/2015,Conversion
Hackney,Hackney,30/11/2015,Conversion
Brent,Brent,01/05/2015,New Build
Merton,Merton,11/12/2015,New Build
Camden,Camden,18/03/2015,New Build
Tower Hamlets,Tower Hamlets,25/06/2015,Conversion
Redbridge,Redbridge,15/06/2015,Conversion
Brent,Brent,02/04/2015,Conversion
Hillingdon,Hillingdon,03/08/2015,New Build
Hackney,Hackney,28/10/2015,New Build
Brent,Brent,05/01/2015,Conversion
Wandsworth,Wandsworth,10/11/2015,Conversion
Havering,Havering,08/12/2015,New Build
Merton,Merton,01/11/2015,New Build
Havering,Havering,27/01/2015,New Build
Camden,Camden,01/04/2015,New Build
Camden,Camden,09/04/2015,Conversion
Lewisham,Lewisham,31/03/2015,New Build
Wandsworth,Wandsworth,31/03/2015,Conversion
Lewisham,Lewisham,23/07/2015,Conversion
Camden,Camden,01/07/2015,New Build
Wandsworth,Wandsworth,31/03/2015,Conversion
Tower Hamlets,Tower Hamlets,21/07/2015,New Build
Camden,Camden,01/02/2015,New Build
Brent,Brent,13/05/2015,Conversion
Havering,Havering,21/04/2015,New Build
Lewisham,Lewisham,10/09/2015,New Build
Hillingdon,Hillingdon,06/07/2015,New Build
Tower Hamlets,Tower Hamlets,23/10/2015,Conversion
Wandsworth,Wandsworth,31/03/2015,New Build
Tower Hamlets,Tower Hamlets,18/09/2015,New Build
Brent,Brent,29/06/2015,Conversion
Lewisham,Lewisham,03/07/2015,New Build
Camden,Camden,22/10/2015,New Build
Wandsworth,Wandsworth,31/03/2015,New Build
Hackney,Hackney,01/01/2015,Conversion
Havering,Havering,27/11/2015,New Build
Lewisham,Lewisham,01/09/2015,New Build
Hackney,Hackney,04/11/2015,Conversion
Wandsworth,Wandsworth,15/05/2015,Conversion
Camden,Camden,09/10/2015,Conversion
Hillingdon,Hillingdon,07/04/2015,New Build
Brent,Brent,19/05/2015,Conversion
Lewisham,Lewisham,01/06/2015,Conversion
Hackney,Hackney,30/11/2015,Conversion
Camden,Camden,03/06/2015,Conversion
Wandsworth,Wandsworth,31/03/2015,Conversion
Lewisham,Lewisham,10/02/2015,New Build
Havering,Havering,13/02/2015,New Build
Redbridge,Redbridge,09/11/2015,Conversion
Lewisham,Lewisham,01/09/2015,Conversion
Wandsworth,Wandsworth,31/03/2015,Conversion
Lewisham,Lewisham,20/11/2015,New Build
Havering,Havering,05/03/2015,New Build
Tower Hamlets,Tower Hamlets,17/09/2015,New Build
Hackney,Hackney,25/08/2015,New Build
Brent,Brent,01/06/2015,Conversion
Wandsworth,Wandsworth,31/03/2015,New Build
Merton,Merton,10/06/2015,New Build
Tower Hamlets,Tower Hamlets,15/04/2015,New Build
Lewisham,Lewisham,24/08/2015,Conversion
Lewisham,Lewisham,30/01/2015,Conversion
Camden,Camden,03/07/2015,Conversion
Wandsworth,Wandsworth,24/08/2015,Conversion
Tower Hamlets,Tower Hamlets,20/10/2015,New Build
Hackney,Hackney,01/04/2015,Conversion
Havering,Havering,03/12/2015,New Build
Brent,Brent,27/02/2015,New Build
Hackney,Hackney,01/01/2015,New Build
Tower Hamlets,Tower Hamlets,14/05/2015,New Build
Wandsworth,Wandsworth,31/03/2015,New Build
Tower Hamlets,Tower Hamlets,25/06/2015,Conversion
Brent,Brent,26/02/2015,Conversion
Camden,Camden,09/04/2015,Conversion
Hackney,Hackney,19/03/2015,Conversion
Hillingdon,Hillingdon,27/04/2015,New Build
Brent,Brent,28/08/2015,New Build
Lewisham,Lewisham,27/03/2015,New Build
Tower Hamlets,Tower Hamlets,15/04/2015,New Build
Hackney,Hackney,25/06/2015,Conversion
Havering,Havering,26/02/2015,New Build
Hackney,Hackney,30/11/2015,Conversion
Hackney,Hackney,28/08/2015,Conversion
Hillingdon,Hillingdon,01/09/2015,New Build
Wandsworth,Wandsworth,31/03/2015,New Build
Lewisham,Lewisham,25/03/2015,New Build
Lewisham,Lewisham,30/11/2015,New Build
Camden,Camden,09/10/2015,Conversion
Camden,Camden,17/03/2015,New Build
Hackney,Hackney,01/01/2015,New Build
Havering,Havering,22/12/2015,New Build
Havering,Havering,30/11/2015,New Build
Lewisham,Lewisham,04/11/2015,Conversion
Tower Hamlets,Tower Hamlets,12/08/2015,New Build
Brent,Brent,25/04/2015,Conversion
LLDC,Newham,09/03/2015,New Build
Wandsworth,Wandsworth,31/03/2015,New Build
Havering,Havering,02/03/2015,New Build
Hackney,Hackney,17/05/2015,Conversion
Lewisham,Lewisham,01/12/2015,New Build
Merton,Merton,30/10/2015,Conversion
Wandsworth,Wandsworth,31/03/2015,New Build
Tower Hamlets,Tower Hamlets,26/05/2015,New Build
Brent,Brent,15/02/2015,Conversion
Camden,Camden,22/07/2015,Conversion
Camden,Camden,16/01/2015,Conversion
Hackney,Hackney,05/08/2015,Conversion
Hackney,Hackney,30/11/2015,Conversion
LLDC,Newham,04/08/2015,New Build
Camden,Camden,06/08/2015,Conversion
Wandsworth,Wandsworth,31/03/2015,Conversion
Camden,Camden,19/05/2015,Conversion
Wandsworth,Wandsworth,31/03/2015,Conversion
Brent,Brent,01/04/2015,Conversion
Brent,Brent,13/08/2015,Conversion
Wandsworth,Wandsworth,12/06/2015,Conversion
Camden,Camden,09/04/2015,Conversion
Hackney,Hackney,15/04/2015,Conversion
Wandsworth,Wandsworth,31/03/2015,Conversion
City of London,City of London,30/09/2015,New Build
Hackney,Hackney,28/04/2015,Conversion
Hackney,Hackney,20/03/2015,New Build
Hackney,Hackney,17/05/2015,Conversion
Hackney,Hackney,04/11/2015,Conversion
Wandsworth,Wandsworth,31/03/2015,New Build
Brent,Brent,01/06/2015,Conversion
Wandsworth,Wandsworth,31/03/2015,Conversion
Redbridge,Redbridge,29/01/2015,Conversion
Hackney,Hackney,06/08/2015,New Build
Havering,Havering,01/07/2015,New Build
Hackney,Hackney,06/06/2015,New Build
Camden,Camden,30/06/2015,Conversion
Tower Hamlets,Tower Hamlets,11/05/2015,New Build
Hackney,Hackney,09/11/2015,Conversion
Camden,Camden,17/11/2015,Conversion
Hackney,Hackney,24/11/2015,Conversion
Redbridge,Redbridge,21/12/2015,New Build
Brent,Brent,12/03/2015,New Build
Havering,Havering,23/11/2015,New Build
Havering,Havering,27/11/2015,New Build
Havering,Havering,16/01/2015,New Build
Brent,Brent,08/12/2015,Conversion
Hillingdon,Hillingdon,05/12/2015,New Build
Havering,Havering,06/01/2015,New Build
Camden,Camden,15/07/2015,New Build
Hackney,Hackney,25/03/2015,New Build
Lewisham,Lewisham,01/12/2015,New Build
Wandsworth,Wandsworth,31/03/2015,New Build
Tower Hamlets,Tower Hamlets,12/05/2015,New Build
Wandsworth,Wandsworth,31/03/2015,New Build
Lewisham,Lewisham,01/01/2015,Conversion
Brent,Brent,13/10/2015,Conversion
Wandsworth,Wandsworth,31/03/2015,New Build
Tower Hamlets,Tower Hamlets,16/11/2015,New Build
Wandsworth,Wandsworth,28/09/2015,Conversion
Tower Hamlets,Tower Hamlets,18/05/2015,New Build
Wandsworth,Wandsworth,31/03/2015,Conversion
Camden,Camden,13/01/2015,New Build
Redbridge,Redbridge,15/12/2015,New Build
Merton,Merton,22/12/2015,Conversion
Hillingdon,Hillingdon,15/07/2015,Conversion
Hackney,Hackney,15/08/2015,Conversion
Merton,Merton,30/08/2015,New Build
Brent,Brent,25/02/2015,New Build
Camden,Camden,16/11/2015,New Build
Havering,Havering,02/03/2015,New Build
Tower Hamlets,Tower Hamlets,18/06/2015,New Build
Camden,Camden,13/05/2015,New Build
Camden,Camden,03/12/2015,New Build
Hackney,Hackney,15/07/2015,New Build
Hillingdon,Hillingdon,16/12/2015,New Build
Camden,Camden,13/11/2015,New Build
Lewisham,Lewisham,02/11/2015,New Build
Hackney,Hackney,27/02/2015,New Build
Camden,Camden,05/06/2015,Conversion
Wandsworth,Wandsworth,31/03/2015,Conversion
Brent,Brent,01/07/2015,Conversion
Hackney,Hackney,07/10/2015,Conversion
Newham,Newham,31/03/2015,New Build
Southwark,Southwark,06/06/2015,New Build
Southwark,Southwark,11/11/2015,New Build
Richmond,Richmond upon Thames,12/05/2015,Conversion
Southwark,Southwark,08/09/2015,Conversion
Richmond,Richmond upon Thames,01/11/2015,New Build
Croydon,Croydon,23/10/2015,Conversion
Richmond,Richmond upon Thames,11/03/2015,Conversion
Southwark,Southwark,14/03/2015,New Build
Richmond,Richmond upon Thames,01/09/2015,New Build
Enfield,Enfield,02/03/2015,Conversion
Southwark,Southwark,03/03/2015,New Build
Richmond,Richmond upon Thames,21/04/2015,Conversion
Sutton,Sutton,01/09/2015,New Build
Newham,Newham,20/11/2015,Conversion
Lambeth,Lambeth,12/06/2015,New Build
Croydon,Croydon,17/06/2015,New Build
Southwark,Southwark,20/03/2015,New Build
Hammersmith & Fulham,Hammersmith and Fulham,31/03/2015,Conversion
Enfield,Enfield,18/09/2015,Conversion
Kingston,Kingston upon Thames,05/08/2015,Conversion
Lambeth,Lambeth,28/02/2015,New Build
Croydon,Croydon,03/03/2015,New Build
Ealing,Ealing,28/08/2015,Conversion
Bromley,Bromley,12/01/2015,New Build
Croydon,Croydon,13/05/2015,New Build
Southwark,Southwark,08/08/2015,New Build
Ealing,Ealing,17/12/2015,New Build
Barnet,Barnet,23/06/2015,New Build
Lambeth,Lambeth,04/03/2015,New Build
Richmond,Richmond upon Thames,01/03/2015,Conversion
Lambeth,Lambeth,09/04/2015,Conversion
Hammersmith & Fulham,Hammersmith and Fulham,04/10/2015,Conversion
Bexley,Bexley,23/01/2015,Conversion
Richmond,Richmond upon Thames,30/09/2015,New Build
Hammersmith & Fulham,Hammersmith and Fulham,31/03/2015,Conversion
Lambeth,Lambeth,04/02/2015,New Build
Hammersmith & Fulham,Hammersmith and Fulham,31/03/2015,Conversion
Bromley,Bromley,10/09/2015,New Build
Southwark,Southwark,03/03/2015,Conversion
Lambeth,Lambeth,10/08/2015,New Build
Westminster,Westminster,31/03/2015,Conversion
Lambeth,Lambeth,15/10/2015,Conversion
Newham,Newham,07/12/2015,Conversion
Lambeth,Lambeth,09/09/2015,Conversion
Barnet,Barnet,01/06/2015,New Build
Lambeth,Lambeth,10/07/2015,Conversion
Richmond,Richmond upon Thames,15/04/2015,New Build
Ealing,Ealing,19/01/2015,New Build
Newham,Newham,28/04/2015,Conversion
Barnet,Barnet,29/05/2015,New Build
Hammersmith & Fulham,Hammersmith and Fulham,26/11/2015,Conversion
Havering,Havering,21/12/2015,New Build
Merton,Merton,10/01/2015,New Build
Wandsworth,Wandsworth,23/11/2015,New Build
Brent,Brent,07/05/2015,Conversion
Merton,Merton,29/12/2015,Conversion
Hackney,Hackney,14/12/2015,Conversion
Redbridge,Redbridge,07/04/2015,Conversion
Tower Hamlets,Tower Hamlets,16/05/2015,New Build
Redbridge,Redbridge,16/12/2015,New Build
Hackney,Hackney,14/08/2015,Conversion
Merton,Merton,10/03/2015,Conversion
Hillingdon,Hillingdon,01/03/2015,New Build
Wandsworth,Wandsworth,21/10/2015,Conversion
Brent,Brent,01/06/2015,Conversion
Wandsworth,Wandsworth,31/03/2015,Conversion
Hillingdon,Hillingdon,08/10/2015,Conversion
Tower Hamlets,Tower Hamlets,18/06/2015,Conversion
Lewisham,Lewisham,11/12/2015,Conversion
Brent,Brent,12/11/2015,Conversion
Wandsworth,Wandsworth,31/03/2015,New Build
Brent,Brent,04/06/2015,Conversion
Camden,Camden,28/07/2015,Conversion
Hackney,Hackney,01/10/2015,New Build
Wandsworth,Wandsworth,31/03/2015,New Build
Hillingdon,Hillingdon,30/04/2015,New Build
Hillingdon,Hillingdon,01/06/2015,New Build
Tower Hamlets,Tower Hamlets,17/08/2015,New Build
Brent,Brent,30/03/2015,Conversion
Wandsworth,Wandsworth,31/03/2015,New Build
Havering,Havering,02/03/2015,New Build
Wandsworth,Wandsworth,31/03/2015,New Build
Wandsworth,Wandsworth,31/03/2015,New Build
Camden,Camden,29/06/2015,New Build
Havering,Havering,05/03/2015,New Build
Hackney,Hackney,24/11/2015,New Build
Merton,Merton,30/05/2015,Conversion
Havering,Havering,10/08/2015,New Build
Havering,Havering,27/10/2015,New Build
Hackney,Hackney,01/01/2015,Conversion
Hillingdon,Hillingdon,11/06/2015,Conversion
Camden,Camden,01/08/2015,New Build
Wandsworth,Wandsworth,24/11/2015,Conversion
Wandsworth,Wandsworth,30/09/2015,New Build
Hackney,Hackney,17/11/2015,Conversion
Hillingdon,Hillingdon,01/05/2015,Conversion
Wandsworth,Wandsworth,13/08/2015,New Build
Wandsworth,Wandsworth,31/03/2015,New Build
Camden,Camden,08/09/2015,New Build
Hackney,Hackney,30/03/2015,New Build
Redbridge,Redbridge,10/06/2015,New Build
Hackney,Hackney,06/11/2015,Conversion
Camden,Camden,24/06/2015,New Build
Hackney,Hackney,18/12/2015,Conversion
Camden,Camden,02/12/2015,New Build
Hackney,Hackney,26/06/2015,New Build
Wandsworth,Wandsworth,31/03/2015,Conversion
Wandsworth,Wandsworth,31/03/2015,New Build
Wandsworth,Wandsworth,31/03/2015,New Build
Lewisham,Lewisham,01/05/2015,Conversion
Redbridge,Redbridge,07/12/2015,New Build
Lewisham,Lewisham,21/12/2015,Conversion
Havering,Havering,27/11/2015,New Build
Merton,Merton,10/01/2015,New Build
Brent,Brent,01/01/2015,Conversion
Ealing,Ealing,20/12/2015,Minor dwellings
Camden,Camden,10/07/2015,Conversion
Hackney,Hackney,25/08/2015,Conversion
Camden,Camden,16/07/2015,Conversion
Hackney,Hackney,04/12/2015,Conversion
Wandsworth,Wandsworth,10/11/2015,New Build
Hillingdon,Hillingdon,13/09/2015,New Build
Tower Hamlets,Tower Hamlets,22/10/2015,New Build
Wandsworth,Wandsworth,11/06/2015,Conversion
Wandsworth,Wandsworth,31/03/2015,Conversion
Camden,Camden,01/06/2015,New Build
Tower Hamlets,Tower Hamlets,23/11/2015,New Build
Southwark,Southwark,03/03/2015,Conversion
Southwark,Southwark,15/05/2015,Conversion
Camden,Camden,02/09/2015,New Build
Southwark,Southwark,09/09/2015,New Build
Ealing,Ealing,17/09/2015,New Build
Tower Hamlets,Tower Hamlets,27/08/2015,New Build
OPDC,Ealing,16/10/2015,New Build
Wandsworth,Wandsworth,31/03/2015,Conversion
Camden,Camden,09/11/2015,New Build
Merton,Merton,01/12/2015,New Build
Sutton,Sutton,24/11/2015,New Build
Enfield,Enfield,30/06/2015,New Build
Bexley,Bexley,19/01/2015,Conversion
Wandsworth,Wandsworth,12/05/2015,Conversion
Wandsworth,Wandsworth,31/03/2015,Conversion
Lewisham,Lewisham,21/08/2015,New Build
Newham,Newham,31/03/2015,New Build
Merton,Merton,20/03/2015,Conversion
Bromley,Bromley,04/06/2015,New Build
Merton,Merton,10/05/2015,New Build
Merton,Merton,10/07/2015,New Build
Merton,Merton,15/03/2015,Conversion
Bromley,Bromley,16/01/2015,New Build
Merton,Merton,10/07/2015,New Build
Bromley,Bromley,02/09/2015,New Build
Merton,Merton,15/03/2015,New Build
Merton,Merton,10/06/2015,Conversion
Bromley,Bromley,26/02/2015,New Build
Merton,Merton,20/03/2015,New Build
Merton,Merton,01/12/2015,New Build
Merton,Merton,12/09/2015,Conversion
Merton,Merton,23/11/2015,New Build
Merton,Merton,10/02/2015,New Build
Merton,Merton,10/01/2015,New Build
Merton,Merton,01/01/2015,New Build
Bromley,Bromley,01/06/2015,New Build
Merton,Merton,10/02/2015,New Build
Merton,Merton,10/02/2015,Conversion
